corpus speaker algo token_f-score token_precision token_recall boundary_f-score boundary_precision boundary_recall
Brown sarah043 AGc3sf_1 0.8603 0.8409 0.8806 0.9299 0.9022 0.9594
Brown sarah043 AGc3sf_2 0.8633 0.846 0.8814 0.9302 0.9054 0.9563
Brown sarah043 AGc3sf_3 0.8612 0.8406 0.8829 0.927 0.8977 0.9584
Brown sarah043 AGc3sf_4 0.8608 0.8426 0.8798 0.9298 0.9037 0.9573
Brown sarah043 AGc3sf_5 0.8593 0.8411 0.8783 0.9288 0.9028 0.9563
Brown sarah043 AGu_1 0.7436 0.7219 0.7667 0.8591 0.8261 0.8949
Brown sarah043 AGu_2 0.7354 0.7216 0.7496 0.8529 0.8318 0.8751
Brown sarah043 AGu_3 0.7575 0.7365 0.7798 0.8659 0.8341 0.9001
Brown sarah043 AGu_4 0.7532 0.7403 0.7667 0.8659 0.8461 0.8866
Brown sarah043 AGu_5 0.7574 0.7335 0.7829 0.8741 0.8378 0.9136
Brown sarah043 TPs 0.2748 0.3892 0.2124 0.524 0.9333 0.3642
Brown sarah043 dibs 0.2812 0.3731 0.2256 0.4618 0.7228 0.3392
Brown sarah043 dmcmc 0.8094 0.7586 0.8674 0.9122 0.8386 1
Brown sarah043 puddle 0.3472 0.5303 0.2581 0.4508 0.9498 0.2955
Clark shem19 AGc3sf_1 0.8333 0.7987 0.871 0.9223 0.8762 0.9735
Clark shem19 AGc3sf_2 0.83 0.7953 0.868 0.9168 0.8706 0.9683
Clark shem19 AGc3sf_3 0.829 0.7926 0.8689 0.9178 0.8694 0.972
Clark shem19 AGc3sf_4 0.8406 0.8081 0.8758 0.925 0.882 0.9725
Clark shem19 AGc3sf_5 0.8295 0.7943 0.868 0.9196 0.8727 0.972
Clark shem19 AGu_1 0.7546 0.7227 0.7895 0.8828 0.8379 0.9328
Clark shem19 AGu_2 0.739 0.7092 0.7714 0.8732 0.8309 0.9201
Clark shem19 AGu_3 0.7469 0.7157 0.7808 0.8755 0.8315 0.9243
Clark shem19 AGu_4 0.7325 0.7032 0.7645 0.8704 0.8284 0.9169
Clark shem19 AGu_5 0.7517 0.7224 0.7834 0.8753 0.8341 0.9206
Clark shem19 TPs 0.2633 0.3767 0.2023 0.5741 0.951 0.4111
Clark shem19 dibs 0.27 0.3401 0.2239 0.4967 0.6758 0.3926
Clark shem19 dmcmc 0.7463 0.6849 0.8197 0.8924 0.8057 1
Clark shem19 puddle 0.4425 0.5801 0.3576 0.5977 0.8631 0.4571
Clark shem27a AGc3sf_1 0.8335 0.8034 0.866 0.9238 0.8833 0.9681
Clark shem27a AGc3sf_2 0.8345 0.8056 0.8655 0.9236 0.8848 0.966
Clark shem27a AGc3sf_3 0.8379 0.809 0.8691 0.9252 0.8863 0.9676
Clark shem27a AGc3sf_4 0.8359 0.8075 0.8664 0.9249 0.8866 0.9665
Clark shem27a AGc3sf_5 0.8295 0.7945 0.8678 0.9223 0.8752 0.9747
Clark shem27a AGu_1 0.7205 0.6903 0.7533 0.862 0.8184 0.9105
Clark shem27a AGu_2 0.7194 0.6865 0.7556 0.8614 0.8139 0.9149
Clark shem27a AGu_3 0.7116 0.6736 0.7542 0.8581 0.8029 0.9215
Clark shem27a AGu_4 0.7151 0.6806 0.7533 0.8568 0.8069 0.9132
Clark shem27a AGu_5 0.7074 0.6753 0.7427 0.8551 0.8083 0.9077
Clark shem27a TPs 0.2169 0.3206 0.1638 0.5299 0.9322 0.3701
Clark shem27a dibs 0.2934 0.3699 0.2431 0.5091 0.6955 0.4014
Clark shem27a dmcmc 0.7797 0.7224 0.8468 0.904 0.8248 1
Clark shem27a puddle 0.4642 0.6214 0.3704 0.6055 0.9059 0.4547
Clark shem27b AGc3sf_1 0.8434 0.8189 0.8694 0.9232 0.8888 0.9604
Clark shem27b AGc3sf_2 0.8415 0.8173 0.8672 0.9229 0.8887 0.9597
Clark shem27b AGc3sf_3 0.8432 0.8185 0.8694 0.9236 0.8889 0.9611
Clark shem27b AGc3sf_4 0.8448 0.8207 0.8704 0.9238 0.89 0.9604
Clark shem27b AGc3sf_5 0.8434 0.8189 0.8694 0.9239 0.8895 0.9611
Clark shem27b AGu_1 0.7453 0.7269 0.7647 0.867 0.8394 0.8965
Clark shem27b AGu_2 0.7394 0.7171 0.7631 0.8604 0.827 0.8965
Clark shem27b AGu_3 0.7411 0.7231 0.76 0.8602 0.8333 0.8889
Clark shem27b AGu_4 0.7361 0.7164 0.7568 0.8587 0.8292 0.8903
Clark shem27b AGu_5 0.7255 0.7036 0.7488 0.8537 0.8206 0.8896
Clark shem27b TPs 0.2397 0.3446 0.1837 0.5197 0.9269 0.3611
Clark shem27b dibs 0.3011 0.3505 0.2639 0.5019 0.6215 0.4208
Clark shem27b dmcmc 0.7892 0.7336 0.854 0.9031 0.8233 1
Clark shem27b puddle 0.4253 0.5695 0.3394 0.5663 0.8837 0.4167
Clark shem31a AGc3sf_1 0.8893 0.8745 0.9045 0.9502 0.9311 0.97
Clark shem31a AGc3sf_2 0.8809 0.8652 0.8972 0.9453 0.9249 0.9667
Clark shem31a AGc3sf_3 0.882 0.8645 0.9003 0.9457 0.9229 0.9696
Clark shem31a AGc3sf_4 0.8871 0.872 0.9028 0.9492 0.9296 0.9696
Clark shem31a AGc3sf_5 0.8831 0.8652 0.9017 0.9465 0.9234 0.9709
Clark shem31a AGu_1 0.7808 0.7615 0.801 0.8986 0.8718 0.927
Clark shem31a AGu_2 0.7884 0.7705 0.8073 0.9032 0.8784 0.9295
Clark shem31a AGu_3 0.7804 0.7642 0.7972 0.8978 0.8754 0.9215
Clark shem31a AGu_4 0.7897 0.7708 0.8097 0.8997 0.8736 0.9274
Clark shem31a AGu_5 0.7868 0.7642 0.8107 0.8979 0.8668 0.9312
Clark shem31a TPs 0.209 0.3223 0.1547 0.5171 0.9654 0.3532
Clark shem31a dibs 0.2962 0.3704 0.2467 0.5309 0.7132 0.4228
Clark shem31a dmcmc 0.8532 0.8104 0.9007 0.9364 0.8804 1
Clark shem31a puddle 0.4853 0.5953 0.4097 0.6648 0.8686 0.5384
Clark shem31b AGc3sf_1 0.9009 0.8776 0.9255 0.9559 0.926 0.9878
Clark shem31b AGc3sf_2 0.8968 0.8752 0.9195 0.9538 0.926 0.9833
Clark shem31b AGc3sf_3 0.9021 0.8786 0.9268 0.9565 0.9264 0.9886
Clark shem31b AGc3sf_4 0.8995 0.8768 0.9235 0.9554 0.9262 0.9866
Clark shem31b AGc3sf_5 0.8996 0.8754 0.9251 0.9549 0.9239 0.9882
Clark shem31b AGu_1 0.8114 0.8029 0.82 0.912 0.9004 0.9239
Clark shem31b AGu_2 0.8061 0.7964 0.816 0.9114 0.898 0.9251
Clark shem31b AGu_3 0.782 0.7702 0.7941 0.8979 0.8815 0.9149
Clark shem31b AGu_4 0.7928 0.7846 0.8011 0.9025 0.8912 0.9141
Clark shem31b AGu_5 0.8066 0.797 0.8164 0.9103 0.8972 0.9239
Clark shem31b TPs 0.2057 0.3165 0.1524 0.5189 0.9699 0.3542
Clark shem31b dibs 0.2908 0.3741 0.2379 0.502 0.7039 0.3901
Clark shem31b dmcmc 0.8658 0.8273 0.9082 0.9435 0.8931 1
Clark shem31b puddle 0.5215 0.6448 0.4378 0.6957 0.9209 0.559
Clark shem32b AGc3sf_1 0.828 0.7901 0.8697 0.9166 0.8654 0.9741
Clark shem32b AGc3sf_2 0.8278 0.7916 0.8676 0.9166 0.8676 0.9715
Clark shem32b AGc3sf_3 0.8275 0.7896 0.8692 0.9166 0.8654 0.9741
Clark shem32b AGc3sf_4 0.8276 0.7893 0.8697 0.916 0.8644 0.9741
Clark shem32b AGc3sf_5 0.8222 0.7848 0.8634 0.9138 0.8631 0.9709
Clark shem32b AGu_1 0.7232 0.6889 0.7612 0.856 0.8065 0.912
Clark shem32b AGu_2 0.7245 0.6883 0.7648 0.8565 0.8044 0.9159
Clark shem32b AGu_3 0.7256 0.6914 0.7632 0.8553 0.8063 0.9107
Clark shem32b AGu_4 0.7226 0.6869 0.7622 0.8537 0.8024 0.912
Clark shem32b AGu_5 0.7048 0.6707 0.7425 0.8453 0.7955 0.9016
Clark shem32b TPs 0.2209 0.3233 0.1677 0.515 0.9013 0.3605
Clark shem32b dibs 0.267 0.3244 0.2269 0.4835 0.6284 0.3929
Clark shem32b dmcmc 0.7373 0.6719 0.8167 0.8816 0.7883 1
Clark shem32b puddle 0.1973 0.3827 0.1329 0.2553 0.8125 0.1515
Clark shem36 AGc3sf_1 0.893 0.879 0.9074 0.9487 0.9304 0.9678
Clark shem36 AGc3sf_2 0.8936 0.8788 0.9089 0.9486 0.9292 0.9687
Clark shem36 AGc3sf_3 0.8884 0.8737 0.9037 0.9458 0.9266 0.9659
Clark shem36 AGc3sf_4 0.8957 0.8833 0.9085 0.9491 0.9328 0.9659
Clark shem36 AGc3sf_5 0.8947 0.8802 0.9097 0.9495 0.9305 0.9692
Clark shem36 AGu_1 0.7911 0.7728 0.8103 0.8942 0.8688 0.9211
Clark shem36 AGu_2 0.7939 0.78 0.8084 0.8943 0.8749 0.9146
Clark shem36 AGu_3 0.782 0.763 0.802 0.8914 0.8648 0.9197
Clark shem36 AGu_4 0.7966 0.7837 0.8099 0.8992 0.8812 0.9178
Clark shem36 AGu_5 0.7816 0.7657 0.7983 0.8906 0.8683 0.9141
Clark shem36 TPs 0.2481 0.3598 0.1893 0.5534 0.9479 0.3908
Clark shem36 dibs 0.2614 0.3502 0.2085 0.4606 0.6926 0.345
Clark shem36 dmcmc 0.7772 0.7206 0.8434 0.9044 0.8254 1
Clark shem36 puddle 0.5395 0.6862 0.4445 0.6708 0.9312 0.5243
Demetras1 tre01 AGc3sf_1 0.8318 0.8048 0.8606 0.9155 0.8763 0.9583
Demetras1 tre01 AGc3sf_2 0.8235 0.7995 0.8489 0.9113 0.8762 0.9493
Demetras1 tre01 AGc3sf_3 0.8285 0.8074 0.8506 0.9119 0.8812 0.9448
Demetras1 tre01 AGc3sf_4 0.8354 0.8123 0.8598 0.9165 0.883 0.9526
Demetras1 tre01 AGc3sf_5 0.8262 0.7974 0.8573 0.9131 0.871 0.9594
Demetras1 tre01 AGu_1 0.7064 0.6825 0.7321 0.8372 0.7998 0.8782
Demetras1 tre01 AGu_2 0.7371 0.7181 0.7571 0.857 0.8277 0.8884
Demetras1 tre01 AGu_3 0.7164 0.6924 0.7421 0.843 0.8058 0.8839
Demetras1 tre01 AGu_4 0.7046 0.6865 0.7237 0.8407 0.812 0.8715
Demetras1 tre01 AGu_5 0.6864 0.6661 0.7078 0.8253 0.7931 0.8602
Demetras1 tre01 TPs 0.2557 0.3703 0.1953 0.4901 0.9221 0.3337
Demetras1 tre01 dibs 0.2889 0.3698 0.2371 0.4598 0.6761 0.3484
Demetras1 tre01 dmcmc 0.777 0.7193 0.8447 0.8947 0.8095 1
Demetras1 tre01 puddle 0.288 0.4606 0.2095 0.3657 0.8761 0.2311
Demetras1 tre02 AGc3sf_1 0.8139 0.7938 0.835 0.9099 0.8811 0.9407
Demetras1 tre02 AGc3sf_2 0.8224 0.8035 0.8423 0.9143 0.8873 0.9431
Demetras1 tre02 AGc3sf_3 0.8051 0.7829 0.8286 0.9063 0.8743 0.9407
Demetras1 tre02 AGc3sf_4 0.8242 0.8035 0.8459 0.9151 0.8857 0.9466
Demetras1 tre02 AGc3sf_5 0.8009 0.7798 0.8232 0.9033 0.8728 0.9359
Demetras1 tre02 AGu_1 0.7563 0.7395 0.7739 0.8705 0.8456 0.8968
Demetras1 tre02 AGu_2 0.6738 0.6591 0.6892 0.8168 0.794 0.841
Demetras1 tre02 AGu_3 0.7086 0.69 0.7284 0.8449 0.8164 0.8754
Demetras1 tre02 AGu_4 0.7463 0.7255 0.7685 0.8669 0.8359 0.9004
Demetras1 tre02 AGu_5 0.716 0.6966 0.7366 0.8416 0.8124 0.8731
Demetras1 tre02 TPs 0.2434 0.3555 0.1851 0.5103 0.9338 0.3511
Demetras1 tre02 dibs 0.2443 0.3627 0.1841 0.4101 0.7756 0.2788
Demetras1 tre02 dmcmc 0.7843 0.7291 0.8487 0.9037 0.8244 1
Demetras1 tre02 puddle 0.3049 0.4979 0.2197 0.3896 0.9087 0.2479
Demetras1 tre03 AGc3sf_1 0.894 0.8762 0.9127 0.9438 0.9191 0.9698
Demetras1 tre03 AGc3sf_2 0.8908 0.873 0.9094 0.9396 0.915 0.9654
Demetras1 tre03 AGc3sf_3 0.8924 0.8752 0.9102 0.9427 0.919 0.9676
Demetras1 tre03 AGc3sf_4 0.8933 0.8816 0.9053 0.9422 0.926 0.959
Demetras1 tre03 AGc3sf_5 0.8937 0.8785 0.9094 0.9425 0.9216 0.9644
Demetras1 tre03 AGu_1 0.7638 0.7532 0.7747 0.8733 0.8574 0.8898
Demetras1 tre03 AGu_2 0.7916 0.7849 0.7984 0.8959 0.886 0.906
Demetras1 tre03 AGu_3 0.7725 0.7557 0.7902 0.8836 0.8585 0.9104
Demetras1 tre03 AGu_4 0.7758 0.768 0.7837 0.8833 0.8717 0.8952
Demetras1 tre03 AGu_5 0.7738 0.7673 0.7804 0.8831 0.8733 0.8931
Demetras1 tre03 TPs 0.2335 0.3423 0.1771 0.4996 0.9403 0.3402
Demetras1 tre03 dibs 0.2419 0.3397 0.1878 0.3988 0.6878 0.2808
Demetras1 tre03 dmcmc 0.7942 0.7412 0.8555 0.9074 0.8305 1
Demetras1 tre03 puddle 0.218 0.409 0.1486 0.2724 1 0.1577
Demetras1 tre04 AGu_1 0.7628 0.749 0.7771 0.8639 0.8426 0.8862
Demetras1 tre04 AGu_2 0.7456 0.7298 0.7621 0.8578 0.8332 0.8839
Demetras1 tre04 AGu_3 0.773 0.7502 0.7972 0.8749 0.8402 0.9126
Demetras1 tre04 AGu_4 0.7473 0.7269 0.7688 0.8568 0.8253 0.8908
Demetras1 tre04 AGu_5 0.7319 0.7039 0.7621 0.8526 0.8091 0.9011
Demetras1 tre04 TPs 0.2631 0.3744 0.2028 0.5021 0.9315 0.3437
Demetras1 tre04 dibs 0.3465 0.4386 0.2863 0.5076 0.7401 0.3862
Demetras1 tre04 dmcmc 0.7867 0.7312 0.8514 0.8984 0.8155 1
Demetras1 tre04 puddle 0.3963 0.5696 0.3038 0.4809 0.9132 0.3264
Demetras1 tre05 AGc3sf_1 0.8322 0.8098 0.8559 0.9108 0.878 0.946
Demetras1 tre05 AGc3sf_2 0.8415 0.8168 0.8677 0.9146 0.8789 0.9533
Demetras1 tre05 AGc3sf_3 0.8357 0.8116 0.8613 0.9124 0.8774 0.9504
Demetras1 tre05 AGc3sf_4 0.8382 0.8144 0.8634 0.913 0.8785 0.9504
Demetras1 tre05 AGc3sf_5 0.8415 0.8168 0.8677 0.9146 0.8789 0.9533
Demetras1 tre05 AGu_1 0.722 0.6974 0.7484 0.8373 0.7995 0.8788
Demetras1 tre05 AGu_2 0.7102 0.7076 0.7129 0.8264 0.8223 0.8307
Demetras1 tre05 AGu_3 0.7197 0.7147 0.7247 0.8359 0.8281 0.8438
Demetras1 tre05 AGu_4 0.7285 0.7106 0.7473 0.842 0.8145 0.8715
Demetras1 tre05 AGu_5 0.703 0.6742 0.7344 0.8314 0.7865 0.8818
Demetras1 tre05 TPs 0.2511 0.3609 0.1925 0.4979 0.9283 0.3401
Demetras1 tre05 dibs 0.2606 0.3817 0.1978 0.3579 0.6962 0.2409
Demetras1 tre05 dmcmc 0.7194 0.6558 0.7968 0.8726 0.774 1
Demetras1 tre05 puddle 0.2348 0.4565 0.1581 0.1969 0.974 0.1095
Demetras1 tre06 AGc3sf_1 0.7874 0.741 0.84 0.8967 0.8289 0.9766
Demetras1 tre06 AGc3sf_2 0.7603 0.7098 0.8185 0.8814 0.8067 0.9714
Demetras1 tre06 AGc3sf_3 0.8042 0.7602 0.8537 0.8966 0.8335 0.9701
Demetras1 tre06 AGc3sf_4 0.7675 0.7179 0.8244 0.884 0.8111 0.9714
Demetras1 tre06 AGc3sf_5 0.777 0.7257 0.8361 0.8878 0.813 0.9779
Demetras1 tre06 AGu_1 0.7192 0.6849 0.7571 0.8518 0.7993 0.9116
Demetras1 tre06 AGu_2 0.6991 0.6661 0.7356 0.8365 0.7854 0.8947
Demetras1 tre06 AGu_3 0.7228 0.6907 0.758 0.8486 0.7998 0.9038
Demetras1 tre06 AGu_4 0.7209 0.6848 0.761 0.8487 0.7939 0.9116
Demetras1 tre06 AGu_5 0.7274 0.6984 0.759 0.8556 0.8112 0.9051
Demetras1 tre06 TPs 0.2165 0.3188 0.1639 0.4712 0.9041 0.3186
Demetras1 tre06 dibs 0.2665 0.3811 0.2049 0.4361 0.7864 0.3017
Demetras1 tre06 dmcmc 0.7714 0.7124 0.841 0.893 0.8067 1
Demetras1 tre06 puddle 0.2498 0.445 0.1737 0.3001 0.9514 0.1782
Demetras1 tre07 AGc3sf_1 0.8808 0.8659 0.8962 0.9388 0.9183 0.9604
Demetras1 tre07 AGc3sf_2 0.8744 0.858 0.8915 0.9338 0.9111 0.9577
Demetras1 tre07 AGc3sf_3 0.8653 0.848 0.8834 0.9314 0.9073 0.9568
Demetras1 tre07 AGc3sf_4 0.8628 0.8469 0.8794 0.9282 0.906 0.9515
Demetras1 tre07 AGc3sf_5 0.8724 0.8541 0.8915 0.9353 0.91 0.9621
Demetras1 tre07 AGu_1 0.7338 0.7386 0.7291 0.8503 0.8575 0.8432
Demetras1 tre07 AGu_2 0.7291 0.7193 0.7392 0.8594 0.8444 0.8749
Demetras1 tre07 AGu_3 0.7441 0.7389 0.7493 0.8608 0.8529 0.8687
Demetras1 tre07 AGu_4 0.744 0.7343 0.754 0.8632 0.8485 0.8784
Demetras1 tre07 AGu_5 0.7204 0.7151 0.7257 0.8508 0.8427 0.859
Demetras1 tre07 TPs 0.2436 0.3553 0.1853 0.5179 0.9506 0.3559
Demetras1 tre07 dibs 0.2778 0.3577 0.2271 0.4699 0.6847 0.3577
Demetras1 tre07 dmcmc 0.7821 0.7259 0.8477 0.9012 0.8202 1
Demetras1 tre07 puddle 0.268 0.4751 0.1867 0.3331 0.9744 0.2009
Demetras1 tre08 AGc3sf_1 0.7883 0.7503 0.8303 0.9021 0.8456 0.9668
Demetras1 tre08 AGc3sf_2 0.7885 0.7507 0.8303 0.9017 0.8454 0.9659
Demetras1 tre08 AGc3sf_3 0.7868 0.7487 0.829 0.8993 0.8426 0.9642
Demetras1 tre08 AGc3sf_4 0.7881 0.7506 0.8296 0.9012 0.8453 0.965
Demetras1 tre08 AGc3sf_5 0.7784 0.7382 0.8231 0.8966 0.8365 0.9659
Demetras1 tre08 AGu_1 0.7162 0.6911 0.7432 0.8419 0.8032 0.8846
Demetras1 tre08 AGu_2 0.7538 0.728 0.7815 0.8613 0.8226 0.9038
Demetras1 tre08 AGu_3 0.7354 0.7157 0.7562 0.8556 0.8253 0.8881
Demetras1 tre08 AGu_4 0.7302 0.7094 0.7523 0.8492 0.8173 0.8837
Demetras1 tre08 AGu_5 0.7365 0.7115 0.7633 0.8492 0.8113 0.8907
Demetras1 tre08 TPs 0.2498 0.3626 0.1905 0.4891 0.9203 0.333
Demetras1 tre08 dibs 0.2838 0.3635 0.2328 0.4461 0.6548 0.3383
Demetras1 tre08 dmcmc 0.7453 0.685 0.8173 0.8852 0.794 1
Demetras1 tre08 puddle 0.4143 0.6015 0.316 0.5071 0.9541 0.3453
Demetras1 tre09 AGc3sf_1 0.8142 0.7739 0.859 0.9098 0.8523 0.9756
Demetras1 tre09 AGc3sf_2 0.8142 0.7739 0.859 0.9098 0.8523 0.9756
Demetras1 tre09 AGc3sf_3 0.812 0.7705 0.8582 0.9105 0.8512 0.9786
Demetras1 tre09 AGc3sf_4 0.8148 0.775 0.859 0.9125 0.8556 0.9776
Demetras1 tre09 AGc3sf_5 0.8041 0.7612 0.8521 0.9065 0.8451 0.9776
Demetras1 tre09 AGu_1 0.7677 0.7445 0.7924 0.8823 0.8479 0.9196
Demetras1 tre09 AGu_2 0.747 0.7187 0.7777 0.8715 0.829 0.9185
Demetras1 tre09 AGu_3 0.7547 0.7275 0.7839 0.8769 0.8364 0.9216
Demetras1 tre09 AGu_4 0.7432 0.7124 0.7769 0.8727 0.8262 0.9246
Demetras1 tre09 AGu_5 0.753 0.7224 0.7862 0.8749 0.8294 0.9257
Demetras1 tre09 TPs 0.2579 0.3741 0.1967 0.503 0.9189 0.3462
Demetras1 tre09 dibs 0.3198 0.4185 0.2587 0.4908 0.7382 0.3676
Demetras1 tre09 dmcmc 0.7772 0.7189 0.8459 0.8961 0.8117 1
Demetras1 tre09 puddle 0.3365 0.5383 0.2448 0.4222 0.9568 0.2709
Demetras1 tre10 AGc3sf_1 0.8641 0.8426 0.8868 0.9276 0.897 0.9603
Demetras1 tre10 AGc3sf_2 0.8659 0.8446 0.8883 0.928 0.8979 0.9603
Demetras1 tre10 AGc3sf_3 0.8468 0.8242 0.8706 0.9177 0.8855 0.9523
Demetras1 tre10 AGc3sf_4 0.8626 0.8437 0.8824 0.9258 0.899 0.9543
Demetras1 tre10 AGc3sf_5 0.8802 0.8667 0.8942 0.9344 0.9152 0.9543
Demetras1 tre10 AGu_1 0.6849 0.6589 0.713 0.8179 0.7773 0.863
Demetras1 tre10 AGu_2 0.7438 0.728 0.7604 0.8534 0.8294 0.8788
Demetras1 tre10 AGu_3 0.7394 0.723 0.7567 0.8512 0.8262 0.8779
Demetras1 tre10 AGu_4 0.7258 0.6999 0.7537 0.8489 0.8092 0.8928
Demetras1 tre10 AGu_5 0.7111 0.6866 0.7374 0.8373 0.7995 0.8788
Demetras1 tre10 TPs 0.242 0.3501 0.1849 0.5044 0.9404 0.3446
Demetras1 tre10 dibs 0.2848 0.3559 0.2374 0.4783 0.6715 0.3714
Demetras1 tre10 dmcmc 0.7975 0.745 0.858 0.9076 0.8309 1
Demetras1 tre10 puddle 0.3771 0.5316 0.2922 0.4968 0.8769 0.3466
Demetras1 tre11 AGc3sf_1 0.8947 0.8758 0.9144 0.9475 0.9218 0.9746
Demetras1 tre11 AGc3sf_2 0.897 0.8792 0.9157 0.949 0.9246 0.9746
Demetras1 tre11 AGc3sf_3 0.8978 0.8788 0.9176 0.949 0.9233 0.9762
Demetras1 tre11 AGc3sf_4 0.8981 0.8789 0.9182 0.9495 0.9234 0.9771
Demetras1 tre11 AGc3sf_5 0.8993 0.8806 0.9188 0.9502 0.9248 0.9771
Demetras1 tre11 AGu_1 0.7506 0.7182 0.786 0.8773 0.8293 0.9312
Demetras1 tre11 AGu_2 0.7664 0.7355 0.7999 0.8811 0.836 0.9312
Demetras1 tre11 AGu_3 0.7551 0.7259 0.7867 0.8746 0.8316 0.9222
Demetras1 tre11 AGu_4 0.7635 0.7324 0.7974 0.8819 0.8363 0.9328
Demetras1 tre11 AGu_5 0.772 0.7449 0.8011 0.8852 0.8456 0.9287
Demetras1 tre11 TPs 0.2483 0.3605 0.1894 0.5213 0.9422 0.3604
Demetras1 tre11 dibs 0.256 0.3243 0.2115 0.4426 0.6257 0.3423
Demetras1 tre11 dmcmc 0.7544 0.6932 0.8276 0.888 0.7986 1
Demetras1 tre11 puddle 0.288 0.4902 0.2039 0.3646 0.942 0.226
Demetras1 tre12 AGc3sf_1 0.8664 0.8476 0.886 0.9324 0.9053 0.9611
Demetras1 tre12 AGc3sf_2 0.8754 0.8565 0.8952 0.9379 0.9107 0.9669
Demetras1 tre12 AGc3sf_3 0.8507 0.8307 0.8718 0.9265 0.8972 0.9577
Demetras1 tre12 AGc3sf_4 0.8681 0.8463 0.891 0.9333 0.9019 0.9669
Demetras1 tre12 AGc3sf_5 0.8666 0.8489 0.8852 0.9339 0.9082 0.9611
Demetras1 tre12 AGu_1 0.698 0.67 0.7284 0.8436 0.7988 0.8937
Demetras1 tre12 AGu_2 0.6941 0.6621 0.7293 0.8327 0.7821 0.8903
Demetras1 tre12 AGu_3 0.7173 0.6858 0.7519 0.8536 0.804 0.9097
Demetras1 tre12 AGu_4 0.7236 0.6995 0.7494 0.848 0.8104 0.8891
Demetras1 tre12 AGu_5 0.7122 0.6842 0.7427 0.8521 0.8076 0.9017
Demetras1 tre12 TPs 0.2798 0.3963 0.2163 0.5232 0.9489 0.3611
Demetras1 tre12 dibs 0.3293 0.4105 0.2749 0.4808 0.6778 0.3726
Demetras1 tre12 dmcmc 0.7655 0.708 0.8332 0.8925 0.8059 1
Demetras1 tre12 puddle 0.3689 0.547 0.2783 0.4553 0.917 0.3029
Demetras1 tre13 AGc3sf_1 0.8411 0.8165 0.8672 0.9146 0.8798 0.9522
Demetras1 tre13 AGc3sf_2 0.847 0.8223 0.8734 0.9234 0.8883 0.9614
Demetras1 tre13 AGc3sf_3 0.852 0.8303 0.8749 0.9254 0.8947 0.9583
Demetras1 tre13 AGc3sf_4 0.8499 0.8256 0.8757 0.9213 0.8871 0.9583
Demetras1 tre13 AGc3sf_5 0.8456 0.8208 0.8718 0.9224 0.8873 0.9604
Demetras1 tre13 AGu_1 0.7628 0.7522 0.7736 0.8599 0.8443 0.876
Demetras1 tre13 AGu_2 0.7488 0.7395 0.7583 0.8576 0.8437 0.872
Demetras1 tre13 AGu_3 0.7645 0.7498 0.7797 0.8673 0.8456 0.8902
Demetras1 tre13 AGu_4 0.7383 0.7308 0.746 0.8481 0.8368 0.8598
Demetras1 tre13 AGu_5 0.7667 0.7556 0.7782 0.864 0.8475 0.8811
Demetras1 tre13 TPs 0.2342 0.3422 0.1781 0.5019 0.9387 0.3425
Demetras1 tre13 dibs 0.3146 0.3995 0.2594 0.4937 0.7078 0.3791
Demetras1 tre13 dmcmc 0.8178 0.7664 0.8764 0.9133 0.8404 1
Demetras1 tre13 puddle 0.3557 0.5516 0.2625 0.4482 0.9568 0.2927
Demetras1 tre14 AGu_1 0.73 0.7125 0.7484 0.8518 0.8253 0.8801
Demetras1 tre14 AGu_2 0.7435 0.7198 0.7687 0.86 0.8247 0.8985
Demetras1 tre14 AGu_3 0.7195 0.691 0.7505 0.8494 0.8061 0.8976
Demetras1 tre14 AGu_4 0.7273 0.7031 0.7533 0.8485 0.812 0.8884
Demetras1 tre14 AGu_5 0.7138 0.69 0.7393 0.8423 0.8061 0.8819
Demetras1 tre14 TPs 0.244 0.3533 0.1864 0.5207 0.9488 0.3589
Demetras1 tre14 dibs 0.277 0.3452 0.2313 0.4879 0.6754 0.3819
Demetras1 tre14 dmcmc 0.8154 0.7649 0.8732 0.9148 0.843 1
Demetras1 tre14 puddle 0.4397 0.5494 0.3665 0.5954 0.8276 0.4649
Demetras1 tre16 AGc3sf_1 0.7813 0.7371 0.8311 0.8892 0.8256 0.9634
Demetras1 tre16 AGc3sf_2 0.7693 0.7166 0.8304 0.8866 0.8104 0.9786
Demetras1 tre16 AGc3sf_3 0.8101 0.767 0.8584 0.9051 0.8442 0.9756
Demetras1 tre16 AGc3sf_4 0.795 0.7493 0.8467 0.8983 0.833 0.9746
Demetras1 tre16 AGc3sf_5 0.7991 0.7541 0.8498 0.9 0.836 0.9746
Demetras1 tre16 AGu_1 0.6452 0.6283 0.663 0.8051 0.778 0.8342
Demetras1 tre16 AGu_2 0.6479 0.6328 0.6638 0.8063 0.782 0.8321
Demetras1 tre16 AGu_3 0.6669 0.6424 0.6934 0.8172 0.7788 0.8596
Demetras1 tre16 AGu_4 0.6277 0.6199 0.6358 0.7964 0.7835 0.8098
Demetras1 tre16 AGu_5 0.6528 0.6231 0.6856 0.8067 0.7599 0.8596
Demetras1 tre16 TPs 0.1928 0.2888 0.1447 0.486 0.9415 0.3276
Demetras1 tre16 dibs 0.2513 0.352 0.1953 0.429 0.7275 0.3042
Demetras1 tre16 dmcmc 0.7754 0.7174 0.8436 0.8969 0.8131 1
Demetras1 tre16 puddle 0.2943 0.4603 0.2163 0.4125 0.8775 0.2696
