#Version	21
agey	eJi
classes	kl@sIz
classroom	kl@srum
clattering	kl@tRIG
claus	klcz
clay	kle
clean	klin
cleaned	klind
cleaner	klinR
cleaner's	klinRz
cleanest	klinEst
cleaning	klinIG
cleans	klinz
cleanup	klin^p
clear	klIr
clearance	klIrxnz
cleared	klIrd
clearer	klIrR
clearly	klIrli
clever	klEvR
click	klIk
clicker	klIkR
clicking	klIkIG
clifford	klIfRd
clifford's	klIfRdz
climb	klYm
climbed	klYmd
climber	klYmR
climbing	klYmIG
climbs	klYmz
clings	klIG
clinic	klInIk
clinics	klInIks
clink	klIGk
clinking	klIGkIG
clinton	klIntxn
clintonville	klIntxnvIl
clip	klIp
clipped	klIpt
clippers	klIpRz
clipping	klIpIG
clips	klIps
cloaks	kloks
clobber	klabR
clock	klak
cloey	kloi
clop	klap
close	kloz
closed	klozd
closely	klosli
closer	klosR
closes	klozxz
closet	klczIt
closing	klozIG
cloth	klcT
clothes	kloz
clothespin	klozpIn
clothespins	klozpInz
clothing	kloDIG
cloud	klWd
clouding	klWdIG
clouds	klWdz
cloudy	klWdi
clover	klovR
clown	klWn
clowns	klWnz
club	kl^b
cluck	kl^k
clue	klu
clues	kluz
clumps	kl^mps
clumpy	kl^mpi
clumsily	kl^msIli
clunk	kl^Gk
clunky	kl^Gki
clutter	kl^tR
cluttering	kl^tRIG
coach	koC
coaster	kostR
coasters	kostRz
coat	kot
coats	kots
cob	kab
cobweb	kabwEb
cobwebs	kabwEbz
coca	kokx
cocaine	koken
cocaine's	kokenz
cock	kak
cockadoodledoo	kakxdudxldu
cockle	kakxl
coco	koko
cocoa	koko
cocoon	kxkun
code	kod
coffee	kcfi
coins	kOnz
coke	kok
cola	kolx
colada	koladx
cold	kold
cold's	koldz
colder	koldR
coleman	kolmxn
colin	kalIn
collapse	kxl@ps
collar	kalR
collect	kxlEkt
collection	kxlEkSxn
college	kalxJ
collin	kalxn
color	k^lR
colour	k^lR
colours	k^lRz
color's	k^lRz
colored	k^lRd
colorful	k^lRfxl
coloring	k^lRIG
colors	k^lRz
colts	kolts
columbus	kal^mbxs
column	kal^m
columns	kal^mz
comb	kom
combed	komd
combie	kombi
combination	kambIneSxn
combine	kxmbYn
combing	komIG
combs	komz
c'mon	k^man
come	k^m
comedy	kamxdi
comes	k^mz
comfort	k^mfRt
comfortable	k^mftRbxl
comfortably	k^mftRbli
comforter	k^mfRtR
comforting	k^mfRtIG
comfy	k^mfi
coming	k^mIG
commanded	kxm@ndxd
commander	kxm@ndR
comment	kamEnt
commercial	kxmRSxl
commercials	kxmRSxlz
common	kamxn
communicate	kxmyunIket
communication	kxmyunIkeSxn
communications	kxmyunIkeSxnz
community	kxmyunIti
company	kxmpxni
compared	kxmpErd
complain	kxmplen
complained	kxmplend
complaining	kxmplenIG
complains	kxmplenz
complete	kxmplit
completed	kxmplitxd
completely	kxmplitli
complicated	kamplIketxd
complication	kamplIkeSxn
computer	kxmpyutR
computers	kxmpyutRz
concentrate	kansxntret
concentrating	kansxntretIG
concentric	kxnsEntrIk
concept	kansEpt
concerned	kxnsRnd
concerns	kxnsRnz
concert	kansRt
concerts	kansRts
condensation	kandEnseSxn
conditioner	kxndISxnR
conditioning	kxndISxnIG
condo	kando
condos	kandoz
cone	kon
confident	kanfIdEnt
confuse	kxnfyuz
confused	kxnfyuzd
confusing	kxnfyuzIG
congestion	kxnJEsCxn
congratulate	kxngr@Culet
connect	kxnEkt
connecting	kxnEktIG
connection	kxnEkSxn
connections	kxnEkSxnz
connie	kani
connotes	kxnots
conscious	kanSxs
conservative	kxnsRvxtIv
consider	kxnsIdR
considerate	kxnsIdRxt
considered	kxnsIdRd
considering	kxnsIdRIG
considers	kxnsIdRz
consistent	kxnsIstxnt
consistently	kxnsIstxntli
conspiracy	kxnspRxsi
constant	kanstxnt
constantly	kanstxntli
constellation	kanstxleSxn
construct	kxnstr^kt
contact	kant@kt
contain	kxnten
containable	kxntenxbxl
contained	kxntend
container	kxntenR
containers	kxntenRz
containing	kxntenIG
contains	kxntenz
content	kantEnt
contents	kantEnts
context	kantEkst
continually	kxntInyuxli
continue	kxntInyu
continued	kxntInyud
contrary	kantrEri
control	kxntrol
controlled	kxntrold
controller	kxntrolR
controls	kxntrolz
convenience	kxnvinyEnts
conversation	kanvRseSxn
conversations	kanvRseSxnz
cook	kUk
cooked	kUkt
cookie	kUki
cookies	kUkiz
cooking	kUkIG
cooks	kUks
cool	kul
cooled	kuld
cooler	kulR
cooling	kulIG
coop	kup
cooperate	koapRet
cooperating	koapRetIG
cooperative	koapRxtIv
coordinate	koardInet
coordination	koardIneSxn
copy	kapi
copied	kapid
coppertone	kapRton
cops	kaps
copyright	kapirYt
coral	karxl
cord	kcrd
cords	kcrdz
corduroy	kcrdxrO
corduroy's	kcrdxrOz
corey	kari
cork	kcrk
corked	kcrkt
corn	kcrn
corner	kcrnR
cornfield	kcrnfild
cornish	kcrnIS
corny	kcrni
corral	kxr@l
correct	kxrEkt
correctly	kxrEktli
correspondence	kcrxspandxns
cosby	kczbi
cost	kast
costs	kasts
costume	kastum
cotton	katxn
cottontail	katxntel
couch	kWC
couches	kWCIz
cough	kcf
coughing	kcfIG
could	kxd
couldn't	kxdxnt
counseling	kWnsxlIG
counselor	kWnsxlR
count	kWnt
counted	kWntId
counter	kWntR
countertop	kWntRtap
counting	kWntIG
countries	k^ntriz
country	k^ntri
counts	kWnts
county	kWnti
couple	k^pxl
coupon	kupan
coupons	kupanz
course	kcrs
courses	kcrsIz
court	kart
courting	kartIG
cousin	k^zxn
cousins	k^zxnz
cover	k^vR
covered	k^vRd
covering	k^vRIG
covers	k^vRz
cow	kW
cow's	kWz
cowabunga	kWxb^ngx
cowboy	kWbO
cowpokie	kWpoki
cows	kWz
cozy	kozi
crab	kr@b
crabbie	kr@bi
crabbing	kr@bIG
crabby	kr@bi
crack	kr@k
cracked	kr@kt
cracker	kr@kR
crackers	kr@kRz
crackery	kr@kRi
cracky	kr@ki
cradle	kredxl
cradles	kredxlz
cramped	kr@mpt
cranberries	kr@nbEriz
cranberry	kr@nbEri
crane	kren
cranium	krenixm
crank	kr@Gk
crankiness	kr@GkinEs
cranky	kr@Gki
crap	kr@p
crash	kr@S
crashed	kr@St
crashes	kr@Sxz
crashing	kr@SIG
crawl	krcl
crawled	krcld
crawler	krclR
crawling	krclIG
crawls	krclz
crayon	krean
crayons	kreanz
crazed	krezd
crazy	krezi
cream	krim
creamy	krimi
creates	kriets
creative	kiretIv
creatively	krietIvli
creature	kriCR
creatures	kriCRz
credit	krEdIt
credited	krEdItxd
crediting	krEdItIG
credits	krEdIts
creek	krik
creep	krip
creepy	kripi
crew	kru
crib	krIb
cribbie	krIbi
crickets	krIkxts
cried	krYd
crime	krYm
crinkles	krIGkxlz
crinkling	krIGkxlIG
crinkly	krIGkxli
crispier	krIspiR
crispiest	krIspiEst
crispy	krIspi
crisscross	krIskras
critter	krItR
croakity	krokxti
crock	krak
crocodile	krakxdYl
crocodiles	krakxdYlz
crocodiles'	krakxdYlz
crocuses	kroCxsxs
crooked	krUkxd
crooks	krUks
cross	kras
crossed	krast
crossing	krasIG
crosss	kras
crow	kro
crowd	krWd
crowded	krWdxd
crowed	krod
crown	krWn
crud	kr^d
cruise	kruz
crumb	kr^m
crumble	kr^mbxl
crumbs	kr^mz
crunch	kr^nC
crunchies	kr^nCiz
crunchy	kr^nCi
crush	kr^S
crust	kr^st
crusted	kr^stxd
crusty	kr^sti
cry	krY
crybaby	krYbebi
crying	krYIG
crystals	krIstxlz
cub	k^b
cubby	k^bi
cube	kyub
cubes	kyubz
cucumber	kyuk^mbR
cucumbers	kyukZmbRz
cuddly	k^dxli
cuetip	kyutIp
culture	k^lCR
cup	k^p
cupboard	k^bRd
cupboard's	k^bRdz
cupcake	k^pkek
cupcake's	k^pkeks
cupcakes	k^pkeks
cupfuls	k^pfUlz
cups	k^ps
cups	k^ps
curb	kRb
curds	kRdz
curious	kyUrixs
curl	kRl
curled	kRld
curly	kRli
current	kRxnt
curse	kRs
curtain	kRtxn
curtains	kRtxnz
curvy	kRvi
cus	k^z
cushion	kUSxn
cushioned	kUSxnd
cushions	kUSxnz
cut	k^t
cute	kyut
cutest	kyutIst
cutesy	kutsi
cutey	kyuti
cutie	kyuti
cutiepie	kyutipY
cutting	k^tIG
cuz	k^z
cymbals	sImbxlz
czech	CEk
czechoslovakia's	CEkxslxvakixz
d	di
d@l	di
da	da
dab	d@b
dab@c	d@b
dabby@c	d@b
dad	d@d
dad'll	d@dxl
dad's	d@dz
dada	d@d@
dada's	d@d@z
dadada	d@d@d@
dadaji	babaJi
dadada's	d@d@d@z
dadada@o	d@d@d@
dadadada@o	d@d@d@d@
daddy	d@di
daddy'd	d@did
daddy's	d@diz
daffodil	d@fxdIl
daffodils	d@fxdIlz
daffy	d@fi
daily	deli
dainty	denti
dairy	dEri
daisies	deziz
daisy	dezi
dakota	dxkota
dakota's	dxkotaz
dale	del
dalmatian	d@lmeSxn
dalmatians	d@lmeSxnz
damage	d@mxJ
damaged	d@mxJd
damages	d@mxJxz
damaging	d@mxJIG
dame	dem
damn	d@m
damp	d@mp
dan	d@n
dana	denx
dan's	d@nz
dance	d@ns
dances	d@nsxz
dancing	d@nsIG
dandelion	d@ndilYxn
dandy	d@ndi
dang	deG
dangerous	denJRxs
daniel	d@nyxl
dapper	d@pR
dare	dEr
daring	dErIG
darian	dErryxn
dark	dark
darling	darlIG
darn	darn
dat	d@t
data	detx
date	det
dating	detIG
daughter	dctR
daughter's	dctRz
daughters	dctRz
david	devId
davis	devIs
dawn	dcn
dawn's	dcnz
day	de
day's	dez
daycare	dekEr
daydreaming	dedrimIG
days	dez
daytime	detYm
daze	dez
dazey	dezi
dead	dEd
deal	dil
dealing	dilIG
dear	dIr
death	dET
deborah	dEbrx
debra	dEbrx
december	disEmbR
decent	disxnt
decibels	dEsxbxlz
decide	dIsYd
decided	dIsYdId
decision	dIsIZxn
decisions	dIsIZxnz
deck	dEk
declare	dIklEr
declared	dIklErd
declares	dIklErz
declaring	dIklErIG
decoration	dEkareSxn
decorations	dEkcreSxnz
deep	dip
deepest	dipxst
deer	dIr
defender	dIfEndR
definitely	dEfxnItli
definition	dEfxnISxn
defrost	dIfrcst
degree	dIgri
degrees	dIgriz
dehydrated	dihYdretxd
delay	dIle
delete	dIlit
deleting	dIlitIG
delicious	dIlISxs
delighted	dIlYtId
deliver	dIlIvR
delivers	dIlIvRz
dell	dEl
deluxe	dil^ks
demand	dIm@nd
democrat	dEmxkrat
demolition	dEmxlISxn
demonstrate	dEmxnstret
dennis	dEnIs
dense	dEns
dentist	dEntIst
dentist's	dEntIsts
denver	dEnvR
deny	dInY
department	dIpartmxnt
depend	dIpEnd
depended	dIpEndxd
depending	dIpEndIG
depends	dIpEndz
deposit	dIpazIt
depot	dipo
deprive	dIprYv
deprived	dIprYvd
derived	dIrYvd
desert	dEzRt
deserve	dIzRv
design	dIzYn
desire	dIzYR
desitin	dEzItIn
desk	dEsk
despise	dIspYz
dessert	dIzRt
destroy	dIstrO
destroying	dIstrOIG
destruction	dIstr^kSxn
destructive	dIstr^ktIv
detergent	dItRJEnt
detergents	dItRJEnts
determine	dItRmxn
determined	dItRmxnd
detour	ditar
device	dIvYs
devil	dEvxl
devon	dEvxn
devotion	dIvoSxn
devour	divWr
dew	du
dextrous	dEkstrxs
dial	dYxl
dialect	dYxlEkt
dialing	dYxlIG
dials	dYxlz
diamond	dYmxnd
diamonds	dYmxndz
diana	dY@nx
diaper	dYpR
diapers	dYpRz
diapie	dYpi
diarrhea	dYxrix
dickory	dIkRi
dictionary	dIkSxnEri
did	dId
didyou	dId
diddle	dIdxl
didey	dYdi
dideys	dYdiz
didi@o	didi
dididi@o	dididi
didn't	dIdxnt
die	dY
died	dYd
dieing	dYIG
dies	dYz
diesha	dYiSx
diet	dYxt
dieting	dYxtIG
diets	dYxts
difference	dIfrxns
differences	dIfrxnsxz
different	dIfrxnt
differentiate	dIfxrEnSiet
differently	dIfrxntli
difficult	dIfIk^lt
difficulty	dIfIk^lti
dig	dIg
digby	dIgbi
digger	dIgR
digging	dIgIG
digits	dIJIt
digs	dIgz
dillards	dIlRdz
dillon	dIlxn
dillon's	dIlxnz
dimples	dImpxlz
ding	dIG
dining	dYnIG
dinner	dInR
dinners	dInRz
dinnertime	dInRtYm
dinosaur	dYnxscr
dinosaur's	dYnxscrz
dip	dIp
dips	dIps
dipsie	dIpsi
dipsy	dIpsi
direct	dIrEkt
directing	dIrEktIG
direction	dIrEkSxn
directions	dIrEkSxnz
dirt	dRt
dirt's	dRts
dirty	dRti
dis	dIs
disability	dIsxbIlIti
disappear	dIsxpIr
disappeared	dIsxpIrd
disappearing	dIsxpIrIG
disappointing	dIsxpOntIG
disaster	dIz@stR
disc	dIsk
discipline	dIsIplIn
discontent	dIskxntEnt
discover	dIsk^vR
discovered	dIsk^vRd
discoverer	dIsk^vRR
discovery	dIsk^vRi
discs	dIsks
discuss	dIsk^s
discussed	dIsk^st
discussion	dIsk^Sxn
disguised	dIskYzd
disgust	dIsg^st
disgusted	dIsg^stxd
disgusting	dIsg^stIG
dish	dIS
dishes	dISxz
dishrag	dISr@g
dishwasher	dISwaSR
disinfected	dIsInfEktxd
dismantle	dIsm@ntxl
dismay	dIsme
disney	dIzni
disney's	dizniz
disobedient	dIsobidixnt
disobey	dIsobe
disposal	dIzpozxl
dispose	dIzpoz
disposition	dIspxzISxn
distinct	dIstIGkt
distinction	dIstIGkSxn
distinguishes	dIstIGgwISIz
distracted	dIstr@ktxd
distracting	dIstr@ktIG
distraction	dIstr@kSxn
distracts	dIstr@kts
disturb	dIstRb
ditty	dIti
dive	dYv
dived	dYvd
dives	dYvz
divine	dIvYn
diving	dYvIG
divorce	dIvcrs
divorces	dIvcrsIz
dizzy	dIzi
do	du
do@si	dosi
dock	dak
doctor	daktR
doctors	daktRz
doctor's	daktRz
dodge	daJ
does	d^z
doesn't	d^zxnt
dog	dcg
dog's	dcgz
doggie	dcgi
doggie's	dcgiz
doggies	dcgiz
doggone	dcgan
doggy	dcgi
doggy's	dcgiz
doghouse	dcghWs
dogs	dcgz
doing	duIG
doll	dal
doll's	dalz
dollar	dalR
dollars	dalRz
dollhouse	dalhWs
dollie	dali
dollie's	daliz
dollies	daliz
dolls	dalz
dolly	dali
dolly's	daliz
dolphin	dalfIn
dolphins	dalfInz
dome	dom
domestic	dxmEstIk
don	dan
don't	dont
dont	dont
donald	danxld
donald's	danxldz
done	d^n
dong	daG
donkey	daGki
donkeys	daGkiz
donna	danx
donovan	danxvxn
donut	donxt
doo	du
doodle	dudxl
doodoo	dudu
doopsie	dupsi
door	dcr
door's	dcrz
doorbell	dcrbEl
doorbells	dcrbElz
doors	dcrz
doorstop	dcrstap
doorway	dcrwe
doozy	duzi
dora	dcrx
doremifasolatido@si	doremifasolatido
dorm	darm
dos	duz
dose	doz
dot	dat
doting	dotIG
dotty	dati
double	d^bxl
doubling	d^blIG
doubt	dWt
dough	do
doughnut	don^t
doughnuts	don^ts
dove	dov
dover	dovR
down	dWn
downie	dWni
download	dWnlod
downloaded	dWnlodxd
downstairs	dWnstErz
downstream	dWnstrim
downtown	dWntWn
downy	dWni
doze	doz
dozen	d^zxn
drag	dr@g
dragged	dr@gd
dragging	dr@gIG
dragon	dr@gxn
dragon's	dr@gxnz
dragonfly	dr@gxnflY
dragons	dr@gxnz
drags	dr@gz
drags	dr@gz
drain	dren
drainage	drenxJ
drama	dramx
dramatic	drm@tIk
drank	dr@Gk
drape	drep
draw	drc
drawer	drcr
drawers	drcrz
drawing	drcIG
draws	drcz
dreadful	drEdfxl
dream	drim
dreamed	drimd
dreaming	drimIG
dreams	drimz
dreamy	drimi
drenched	drEnCt
dress	drEs
dressed	drEst
dresser	drEsR
dresses	drEsIz
dressing	drEsIG
drew	dru
dried	drYd
drill	drIl
drink	drIGk
drink's	drIGks
drinkie	drIGki
drinking	drIGkIG
drinks	drIGks
drip	drIp
dripping	drIpIG
drippy	drIpi
drips	drIps
drive	drYv
driver	drYvR
drives	drYvz
driveway	drYvwe
driving	drYvIG
drool	drul
drooling	drulIG
drooly	druli
droopy	drupi
drop	drap
dropped	drapt
dropping	drapIG
drops	draps
drove	drov
drown	drWn
drug	dr^g
drugs	dr^gz
drum	dr^m
drum's	dr^mz
drummer	dr^mR
drumming	dr^mIG
drummond	dr^mxnd
drums	dr^mz
drunk	dr^Gk
drunken	dr^Gkxn
dry	drY
dryer	drYR
drying	drYIG
drys	drYz
dub	d^b
dublin	d^bxlIn
duck	d^k
ducky	d^ki
duckie	d^ki
duckie's	d^kiz
duckies	d^kiz
ducklings	d^klIGz
ducks	d^ks
dude	dud
due	du
dueling	dulIG
dug	d^g
dukes	duks
dum	d^m
dumb	d^m
dumbo	d^mbo
dummy	d^mi
dump	d^mp
dumped	d^mpt
dumping	d^mpIG
dumpling	d^mplIG
dumpty	d^mpti
dumpty's	d^mptiz
dunno	dont
duplo	duplo
duress	dUrEs
during	dUrIG
dust	d^st
dusted	d^stxd
dusting	d^stIG
dustpan	d^stp@n
dusty	d^sti
dvd	dividi
dwight	dwYt
dya	dyx
dye	dY
dyed	dYd
dyeisha	dYiSx
dyeisha's	dYiSxz
dyes	dYz
dyiesha	dYiSx
dying	dYIG
d'you	Ju
dyou	Ju
e	i
e@l	i
e@l-s	i
each	iC
ear	Ir
ear's	Irz
earache	Irek
eardrum	Irdr^m
earlier	RliR
early	Rli
earned	Rnd
earphones	Irfonz
earring	IrIG
earrings	IrIGz
ears	Irz
earth	RT
earthquake	RTkwek
ease	iz
easier	iziR
easiest	iziIst
easily	izli
east	ist
easter	istR
easy	izi
eat	it
eaten	itxn
eater	itR
eating	itIG
eats	its
ecosystem	ikosIstxm
ecta@q	Ektx
ed	Ed
eddie	Edi
eden	idxn
edge	EJ
edges	Egxz
edible	Edxbxl
education	EJUkeSxn
educational	EJUkeSxnxl
edward	EdwRd
eel	il
eensie	insi
eeyore	iar
effect	ifEkt
effort	EfRt
efg@k	iEfJi
egg	Eg
eggfooyung	Egfuy^G
eggs	Egz
eh	E
eight	et
eighteen	etin
eighteenth	etinT
eighth	eT
eighty	eti
either	iDR
el	El
elastic	Il@stIk
elbow	Elbo
elbows	Elboz
eleanor	ElxnR
election	IlEkSxn
electrical	IlEktrIkxl
electrician	IlEktrISxn
electricity	IlEktrIsIti
electrocute	IlEktrpkyut
electrocuted	IlEktrokyutxd
electrolytes	IlEktrolYts
electronically	IlEktranIkli
elegant	Elxgxnt
elementary	ElxmEntxri
elephant	Elxfxnt
elephant's	Elxfxnts
elephants	Elxfxnts
eleven	IlEvxn
eleventh	IlEvxnT
elijah	IlYJx
elisse	Elis
elizabeth	IlIzxbET
elizabeth's	IlIzxbETs
ella	Elx
ellie	Eli
elmo	Elmo
elmo's	Elmoz
else	Els
else's	ElsIz
eluded	IludId
elves	Elvz
em	Em
email	imel
embarrassed	EmbErxst
emergency	ImRJxnsi
emily	EmIli
emma	Emx
emmy	Emi
emmy	Emi
emmy's	Emiz
emote	Imot
emotional	ImoSxnxl
emperor's	EmpRRz
empty	Empti
enamel	In@mxl
encourage	EnkRIJ
encouraged	EnkRIJd
encouraging	EnkRIJIG
end	End
ended	EndId
endlessly	Endlxsli
ends	Endz
enemy	Enxmi
energy	EnRJi
engine	EnJxn
engineering	EnJxnyxrIG
england	IGglxnd
english	IGglIS
enjoy	EnJO
enjoyed	EnJOd
enjoying	EnJOIG
enjoys	EnJOz
enormous	Inarmxs
enough	In^f
enter	EntR
entered	EntRd
entering	EntRIG
enters	EntRz
entertained	EntRtend
entertaining	EntRtenIG
entertainment	EntRtenmxnt
enthusiastic	EnTuzi@stIk
entice	EntYs
entire	EntYr
entirely	EntYrli
entrance	Entrxns
entrapment	Entr@pmxnt
entry	Entri
envelope	Envxlop
envelopes	Envxlops
environment	EnvYrxnmxnt
equipment	IkwIpmxnt
er	R
eric	ErIk
erin	ErIn
ernie	Rni
ernie's	Rniz
escape	Eskep
escaped	Eskept
especially	IspESxli
estate	Estet
eternal	itRnxl
ethan	iTxn
etti	Eti
europe	yUrxp
european	yUrxpixn
evaporate	Iv@pRet
evaporated	Iv@pRetxd
eva	Evx
evan	ivxn
eve	iv
even	ivxn
evening	ivnIG
event	IvEnt
eventually	IvEnCxli
ever	EvR
every	Evri
everybody	Evribadi
everybody's	Evribadiz
everyday	Evride
everyone	Evriw^n
everyone's	Evriw^nz
everyplace	Evriples
everything	EvriTIG
everything's	EvriTIGz
everywhere	EvriwEr
evil	ivxl
ew	u
ewe	yu
ewan	yuxn
ewie	yui
exact	Igz@kt
exactly	Igz@ktli
exalted	Igzaltxd
example	Igz@mpxl
examples	Igz@mpxlz
excellent	EgsElxnt
except	IksEpt
excess	EksEs
excited	IksYtId
excitement	IksYtmxnt
exciting	IksYtIG
excuse	Iksyus
excuses	IkskyusIz
exercise	EksRsYz
exercises	EksRsYzxz
exercising	EksRsYzIG
exersaucer	EksRscsR
exert	IgzRt
exhibits	EgzIbIts
exists	IgzIsts
exodus	Eksodxs
expect	IkspEkt
expectations	IkspEkteSxnz
expected	IkspEktxd
expecting	IkspECtIG
expects	IkspEkts
expedition	EkspxdISxn
expensive	IkspEnsIv
experience	IkspIrixns
experiment	IkspErImxnt
explain	Iksplen
explanation	IksplxneSxn
exploded	Iksplodxd
explore	Iksplcr
exploring	IksplcrIG
explosion	IksploZxn
exposed	Ikspozd
express	IksprEs
expresses	IksprEsxz
expression	IksprESxn
extent	IkstEnt
external	IkstRnxl
extinguisher	EkstIGgwISR
extra	Ekstrx
extract	Ekstr@kt
extracted	Ekstr@ktxd
extracting	Ekstr@ktIG
extracts	Ekstr@kts
extraordinarily	IkstrcrdxnErxli
extraordinary	IkstrcrdxnEri
extreme	Ikstrim
extremely	Ikstrimli
eya	iya
eye	Y
eyeball	Ybcl
eyebrow	YbrW
eyebrows	YbrWz
eyeglass	Ygl@s
eyeglasses	Ygl@sxz
eyeore	iar
eyes	Yz
eyesight	YsYt
eyore	iar
eyore's	iarz
f	Ef
f@l	Ef
fa@si	fasi
fabulous	f@byulxs
face	fes
facecloth	fesklaT
faced	fest
faces	fesxs
facie	fesi
facing	fesIG
fact	f@kt
fade	fed
fair	fEr
fairies	fEriz
fairly	fErli
fairy	fEri
faith	feT
faithful	feTfxl
fake	fek
faked	fekt
faker	fekR
fakes	feks
faking	fekIG
fall	fcl
fallen	fclxn
falling	fclIG
falls	fclz
false	fcls
familiar	fxmIlyR
families	f@mliz
family	f@mli
famous	femxs
fan	f@n
fan's	f@nz
fancy	f@nsi
fanny	f@ni
fantabalocious	f@nt@bxloSxs
fantastic	f@nt@stIk
far	far
faraway	farxwe
farm	farm
farmer	farmR
farmer's	farmRz
farmyard	farmyard
fart	fart
farted	fartxd
farther	farDR
fartie	farti
fascinated	f@sxnetId
fascinating	f@sxnetIG
fascination	f@sxneSxn
fast	f@st
fasten	fcrsxn
fastens	fcrsxnz
faster	f@stR
fat	f@t
fates	fets
father	faDR
father's	faDRz
fathers	faDRz
fault	fclt
favor	fevR
favorite	fevrIt
favourite	fevrIt
favorites	fevrIts
favoritest	fevrItxst
fawn	fcn
faye	fe
fear	fIr
feast	fist
feather	fEDR
feathers	fEDRz
feathery	fEDRi
fed	fEd
federal	fEdrxl
fee	fi
feed	fid
feeder	fidR
feeding	fidIG
feeds	fidz
feel	fil
feeling	filIG
feelings	filIGz
feels	filz
fees	fiz
feet	fit
feet'll	fitxl
feetie	fiti
feeties	fitiz
feets	fits
feetsies	fitsiz
feisty	fYsti
fell	fEl
fella	fElx
fellow	fElo
felt	fElt
fence	fEnts
fenced	fEntst
fennel	fenxl
ferocious	fxroSxs
ferris	fErIs
ferry	fEri
fetch	fEtC
fettuccini	fEtxCini
fever	fivR
few	fyu
fiber	fYbR
fickle	fIkxl
fiddle	fIdxl
fiddles	fIdxlz
fido	fYdo
field	fild
fifferfefferfeff	fIfRfEfRfEf
fifteen	fIftin
fifteenth	fIftinT
fifth	fIfT
fiftieth	fIfiET
fifty	fIfti
fig	fIg
fight	fYt
fighter	fYtR
fighting	fYtIG
figs	fIgz
figure	fIgyR
figured	fIgyRd
figures	fIgyRz
figuring	fIgyRIG
fill	fIl
filled	fIld
filling	fIlIG
film	fIlm
filthy	fIlTi
fin	fIn
finally	fYnxli
find	fYnd
finding	fYndIG
findow@n	fIndo
finds	fYndz
fine	fYn
finger	fIGgR
fingernail	fIGgRnel
fingernails	fIGgRnelz
fingerprints	fIGgRprInts
fingers	fIGgRz
finger's	fIGgRz
finicky	fInIki
finish	fInIS
finished	fInISt
finishing	fInISIG
fins	fInz
fiona	fionx
fir	fR
fire	fYR
firefly	fYrflY
fireplace	fYrples
fires	fYrz
firetruck	fYRtr^k
firmly	fRmli
first	fRst
fish	fIS
fishbowl	fISbol
fisher	fISR
fishes	fISxz
fishie	fISi
fishie's	fISiz
fishies	fISiz
fishing	fISIG
fist	fIst
fists	fIsts
fit	fIt
fits	fIts
fitti	fIti
fitting	fItIG
fittis	fItIs
fitzgerald	fItzJErxld
fitzpatrick's	fItsp@trIks
five	fYv
fix	fIks
fixable	fIksxbxl
fixed	fIkst
fixes	fIksxz
fixing	fIksIG
fixit	fIksIt
flag	fl@g
flair	flEr
flairs	flErz
flakes	fleks
flamingo	flxmIGgo
flap	fl@p
flaps	fl@ps
flash	fl@S
flashcard	fl@Skard
flashes	fl@Sxz
flashlight	fl@SlYt
flat	fl@t
flavor	flevR
flavored	flevRd
flavorful	flevRfxl
fleas	fliz
fleet	flit
flew	flu
flicked	flIkt
flip	flIp
flipflop	flIpflap
flipflops	flIpflaps
flipping	flIpIG
flips	flIps
flirting	flUrtIG
float	flot
floating	flotIG
floats	flots
floor	flcr
floor's	flcrz
floors	flcrz
flop	flap
floppy	flapi
flopsy	flapsi
florida	flcrIdx
flouncy	flWntsi
flour	flWr
flow	flo
flower	flWR
flower's	flWRz
flowers	flWRz
flowing	floIG
flows	floz
fluff	fl^f
fluffy	fl^fi
fluids	fluIdz
flush	fl^S
flutter	fl^tR
flutters	fl^tRz
fly	flY
flyer	flYR
flying	flYIG
flies	flYz
flys	flYz
flyswatter	flYswatR
foam	fom
focus	fokxs
focussed	fok^st
fold	fold
folded	foldId
folding	foldIG
folks	foks
follow	falo
followed	falod
following	falowIG
follows	faloz
followtheleader	faloDxlidR
food	fud
foods	fudz
fool	ful
fooled	fuld
fooling	fulIG
foot	fUt
foot's	fUts
football	fUtbcl
footie	fUti
footprints	fUtprInts
foots	fUts
footsies	fUtsiz
for	fcr
foraging	fcrxJIG
forbidden	fcrbIdxn
forced	fcrst
forcing	fcrsIG
forehead	f@hEd
foreign	fcrIn
forest	fcrIst
forever	fcrEvR
forget	fRgEt
forgets	fRgEts
forgetting	fRgEtIG
forgive	fRgIV
forgot	fRgat
forgotten	fRgatxn
fork	fcrk
forks	fcrks
formal	fcrmxl
formed	fcrmd
formula	fcrmyxlx
formula's	fcrmyxlxz
formulated	fcrmyxletxd
forsake	fcrsek
forth	fcrT
fortune	fcrCun
forty	fcrti
forum	fcrxm
forward	fcrwRd
fossil	fasxl
foul	fWl
found	fWnd
foundation	fWndeSxn
fountain	fWntxn
four	fcr
fours	fcrz
fourteen	fcrtin
fourteen	fcrtin
fourteenth	fcrtinT
fourth	fcrT
fourths	fcrTs
fox	faks
foxes	faksxz
frame	frem
frank	fr@Gk
frankly	fr@Gkli
freak	frik
freaking	frikIG
fred	frEd
freddy	frEdi
freddy's	frEdiz
free	fri
freedom	frid^m
freeze	friz
freezer	frizR
french	frEnC
fresh	frES
freshman	frESmxn
friction	frIkCxn
friday	frYde
fridge	frIJ
fried	frYd
friend	frEnd
friend's	frEndz
