D^blaks : D^blaks ;aword 
Siw^zrixliIntuD^InDIsbUkhirD^weyu : Si ;aword w^zrixliIntuD^InDIsbUkhirD^weyu ;aword 
no : no ;aword 
b^tDIsbUkrIpsxpart : b^tDIsbUkrIpsxpart ;aword 
h@zSigatEninurutinzD@tSidIdxnth@vD^l@sttYmwi : h@zSigatEninurutinz ;aword D@t ;aword SidIdxnth@vD^l@sttYmwi ;aword 
Ydontno : Ydontno ;aword 
Yk@ntTIGk^vEniTIGrixli : Yk@ntTIGk^vEniTIGrixli ;aword 
txdeSih@dmEnimorwRdzcrTIGzD@tsWndIdklosRtu : txdeSih@dmEnimor ;aword wRdz ;aword crTIGzD@tsWndIdklosRtu ;aword 
d^zSituyusDEmwID : d^zSituyusDEmwID ;aword 
d^zSitcktu : d^zSitcktu ;aword 
Sitckstub^tnEvRsWndzlYkSizseIGEniTIGtu : Sitckstub^tnEvRsWndzlYkSizseIGEniTIGtu ;aword 
DekYnd^vb@bxlb@k@ndforTtuiC^DR : DekYnd^vb@bxlb@k@ndforTtuiC^DR ;aword 
@nd@tDIspOntyuwUdseD@txmilixh@ze^v : @nd ;aword @tDIspOntyuwUdseD@txmilixh@ze^v ;aword 
Ydontno : Ydontno ;aword 
mebisIkssEvInwRdzw^ntuprabxblih@ztu : mebisIkssEvIn ;aword wRdz ;aword w^ntuprabxblih@ztu ;aword 
yRsEzgrovR@nd : yRsEzgrovR ;aword @nd ;aword 
Sih@zwRdznWd^zxntSi : Si ;aword h@z ;aword wRdz ;aword nWd^zxntSi ;aword 
oyRSid^z : oyR ;aword Sid^z ;aword 
SispEntelat^vtYmtckIGxbWtD^dcg : SispEntelat^vtYmtckIGxbWtD^dcg ;aword 
@ndSiEspESxlimEnSxndD^hWz : @nd ;aword SiEspESxlimEnSxndD^hWz ;aword 
Sih@zD^wRdhWzrYt : Si ;aword h@zD^wRdhWz ;aword rYt ;aword 
d^zSinoItfcrrilhWsIz@ndplehWsIzd^zSiyusIt : d^zSi ;aword no ;aword ItfcrrilhWsIz@ndplehWsIz ;aword d^zSi ;aword yusIt ;aword 
wElSinozrilhWsIzSid^zxntrixlih@v : wEl ;aword Si ;aword nozrilhWsIz ;aword Sid^z ;aword xntrixlih@v ;aword 
wElwElkrIstxnd^zkrIstxnh@zedclhWzD@tSi : wEl ;aword wElkrIstxnd^zkrIstxnh@zedclhWz ;aword D@t ;aword Si ;aword 
@ndSisEzw^t : @nd ;aword SisEzw^t ;aword 
oYdontnoIt : oYdontnoIt ;aword 
@ndSinozD^dor@ndEvriTIG : @ndSinoz ;aword D^dor@ndEvriTIG ;aword 
Siw^ntIds^mTIGtugEtWtcrs^mTIG@ndSisEd : Si ;aword w^ntIds^mTIGtugEtWtcrs^mTIG ;aword @nd ;aword SisEd ;aword 
tekItWt : tekItWt ;aword 
cr : cr ;aword 
ItWt : ItWt ;aword 
crs^mTIG : cr ;aword s^mTIG ;aword 
SisEzSisEzelat^vTIGzlYkD@tD@tsWndlYk : SisEzSisEzelat^vTIGzlYk ;aword D@t ;aword D@tsWndlYk ;aword 
yunolYkSisEzs^mTIGlYk : yu ;aword no ;aword lYkSisEzs^mTIGlYk ;aword 
Ywanxwck : Ywanxwck ;aword 
@ndD^onliTIGyuk@nrixli^ndRst@ndIzD^wckpart : @nd ;aword D^onliTIGyuk@nrixli^ndRst ;aword @nd ;aword IzD^wckpart ;aword 
SiwUdxntplewIDD^fon : Si ;aword wUdxntplewIDD^fon ;aword 
no : no ;aword 
wElDerw^znobxditckIGtuhR : wEl ;aword Derw^znobxditckIGtuhR ;aword 
D@tsIntxrEstIGbxkczmEnikIdzprIfRtOfonzturil : D@t ;aword sIntxrEstIGbxkczmEnikIdzprIfRtOfonzturil ;aword 
Sid^zxnth@vetOfonEnimor : Sid^z ;aword xnth@vetOfonEnimor ;aword 
Siyuzdtub^tSid^zxntEnimor : Si ;aword yuzdtu ;aword b^tSi ;aword d^zxntEnimor ;aword 
@ndSizonlih@dkant@ktwIDerilfonrisxntli : @nd ;aword Sizonlih@dkant@ktwIDerilfonrisxntli ;aword 
d^zSitckanIt : d^zSitckanIt ;aword 
SilIsxnzSid^zxnttckm^CSilIsxnzmor : SilIsxnz ;aword Sid^z ;aword xnttckm^CSilIsxnzmor ;aword 
D@tsD^dcgz : D@tsD^dcgz ;aword 
Itsf^nibxkczSisEdnowEnSipIktIt^p : Itsf^nibxkcz ;aword SisEd ;aword no ;aword wEn ;aword SipIktIt^p ;aword 
IzD@tbxkczDerw^znow^nDer : Iz ;aword D@tbxkczDerw^znow^nDer ;aword 
D@thRxperIntli : D@t ;aword hRxperIntli ;aword 
wElItdIdxntduEniTIGYgEsfcrhR : wEl ;aword ItdIdxntduEniTIGYgEsfcrhR ;aword 
SizvErigUd@tD^dcgd^zSiple@t : SizvErigUd@tD^dcgd^zSiple@t ;aword 
no : no ;aword 
SiJ^stSibr^SIzhRonherb^tSid^zxntSi : SiJ^stSibr^SIzhRonher ;aword b^tSi ;aword d^zxntSi ;aword 
SizrixligUd@tlUkIGfcrD^parts^vD^@nImxl : SizrixligUd@tlUkIGfcrD^parts^vD^@nImxl ;aword 
Siw^zgUd@tD^YzclDoSigatkxnfyuzd : Si ;aword w^zgUd@tD^YzclDoSigatkxnfyuzd ;aword 
D^nozItlUktJ^stlYkD^Yz : D^nozItlUktJ^stlYkD^Yz ;aword 
@ndSinuwertulUkfcrD^mWT : @nd ;aword SinuwertulUkfcrD^mWT ;aword 
@ndw^zwEnItw^zIntDer : @nd ;aword w^zwEnItw^zIntDer ;aword 
@ndYTIGkYw^zrixlisRprYzdwEnyusEd : @nd ;aword YTIGkYw^zrixlisRprYzd ;aword wEn ;aword yusEd ;aword 
werzD^tel : werzD^tel ;aword 
SiwEnt@ndlUktrYtxwe : Si ;aword wEnt ;aword @nd ;aword lUktrYtxwe ;aword 
wih@vedcg : wih@vedcg ;aword 
soYTIGkD@tsprabxbliwY : soYTIGkD@tsprabxbliwY ;aword 
yawanxgoInDer : yawanxgoInDer ;aword 
d^zSiplewIDD^dcgztel : d^zSiplewIDD^dcgztel ;aword 
yEs : yEs ;aword 
Sih@GzantuD^dcgztel@ndlEtsD^dcgpUlhRxrWndD^ : Si ;aword h@GzantuD^dcgztel@ndlEtsD^dcgpUlhRxrWndD^ ;aword 
SipUtsD^dcgInD^hWzb^tyudonth@vedcghWsfcr : SipUtsD^dcgInD^hWzb^tyudonth@vedcghWsfcr ;aword 
no : no ;aword 
nWwIDD^dr@gxnSisimdxfred^vD^dr@gxnb^t : nWwIDD^dr@gxnSisimdxfred^vD^dr@gxnb^t ;aword 
YTIGkSiw^zxfred^vItbxkczItmuvd : YTIGkSiw^zxfred^vItbxkczItmuvd ;aword 
h^b^t@ftRSipUthRonh@ndInIt : h^b^t@ftRSipUthRonh@ndInIt ;aword 
yRDEnItw^zoke : yRDEnItw^zoke ;aword 
d^zSih@vp^pIts@thom : d^zSi ;aword h@vp^pIts@thom ;aword 
no : no ;aword 
soItsnufcrhRtupUthRh@ndIn@ndmeks^mTIGmuv : soItsnufcrhRtupUthRh@ndIn ;aword @nd ;aword meks^mTIGmuv ;aword 
Deh@vh@dep^pItYk@ntYk@ntrxmEmbR : Deh@vh@dep^pItYk@ntYk@ntrxmEmbR ;aword 
risxntliDegoWtsYdelatDeplewIDkardz : risxntliDegoWtsYdelatDeplewIDkardz ;aword 
yunoDelYkTIGzD@tduTIGz : yu ;aword no ;aword DelYkTIGzD@tduTIGz ;aword 
D^bUkD@tplizdhRD^mostxperIntliw^zwRD^tu : D^bUkD@tplizdhRD^mostxperIntliw^zwRD^tu ;aword 
d^zSisimtuprIfRDozkYndz^vbUks : d^zSisimtuprIfRDozkYndz^vbUks ;aword 
yRD@tsmostliw^tSizgat@thom : yR ;aword D@tsmostliw^tSizgat@thom ;aword 
clDoSinWlYkstulUk@tm@gxzinzSilYkstu : clDoSinWlYkstulUk@tm@gxzinz ;aword Si ;aword lYkstu ;aword 
@ndkIdz : @ndkIdz ;aword 
hWdIdyugEtD@tWt : hWdIdyugEtD@tWt ;aword 
D@tsD^fRsttYmEniw^ngatD@tWt : D@tsD^fRsttYmEniw^ngatD@tWt ;aword 
YdIdItD^fRsttYmYkUdgEtItWtDo : YdIdItD^fRsttYmYkUdgEtItWtDo ;aword 
^vD^bUksDod^zSisimtuprIfR : ^vD^bUksDod^zSisimtuprIfR ;aword 
D^bUksSih@zarvErisImpxl : D^bUks ;aword Si ;aword h@z ;aword arvErisImpxl ;aword 
prabxblibxkczYprIfRDozkYnd^vbUks : prabxblibxkczYprIfRDozkYnd^vbUks ;aword 
natyulUk@tbUksD@th@vekl^tRIG^vTIGzanD^ : natyulUk@tbUks ;aword D@t ;aword h@vekl^tRIG^vTIGzanD^ ;aword 
Siw^zgUd@ttRnIGD^peJIzwEnyu@skthRtu : Si ;aword w^zgUd@ttRnIGD^peJIz ;aword wEn ;aword yu@skthRtu ;aword 
d^zSiduD@tbYhRsElf : d^zSi ;aword duD@tbYhRsElf ;aword 
h^m : h^m ;aword 
soSilsItDer@ndJ^stflIpTru : soSilsItDer@ndJ^stflIpTru ;aword 
yR : yR ;aword 
Sid^zxntnidhElp : Sid^z ;aword xntnidhElp ;aword 
no : no ;aword 
YmarktdWnhirD@tyuwRD^wRdzfcrs^m : YmarktdWnhirD@tyuwRD^wRdzfcrs^m ;aword 
noSizyuZuxlivErigUdxbWtItYdontnomebi : no ;aword SizyuZuxlivErigUdxbWtIt ;aword Ydontno ;aword mebi ;aword 
SipIksWtk@tsvEriwEl : SipIksWtk@tsvEriwEl ;aword 
SidIdxntnemD^bO@ndD^gRl : SidIdxntnemD^bO@ndD^gRl ;aword 
SipOntIdtuDEmb^tSidIdxntnemDEm : SipOntIdtuDEmb^tSidIdxntnemDEm ;aword 
no : no ;aword 
SikclzDEmkIdz : SikclzDEmkIdz ;aword 
elat^vtYmz : elat^vtYmz ;aword 
duyuw^ntDIsIn : du ;aword yuw^ntDIs ;aword In ;aword 
YJ^sth@dItIn@ndDeryuw^ntIdItWt : YJ^sth@dIt ;aword In ;aword @nd ;aword Deryuw^ntIdItWt ;aword 
SidIdnotIsD^dcgzD@tSih@dewRdfcr : SidIdnotIsD^dcgz ;aword D@t ;aword Si ;aword h@dewRdfcr ;aword 
SikclzD^dcghRnem : SikclzD^dcghRnem ;aword 
SinozD^wRdCer : SinozD^wRdCer ;aword 
ek^pxl^vkIdzhReJh@vrisxntlibInbYCerz : ek^pxl^vkIdzhReJh@vrisxntlibInbYCerz ;aword 
yEsSid^z : yEs ;aword Sid^z ;aword 
d^zSih@vhRon : d^zSi ;aword h@vhRon ;aword 
noJ^sthRhYCer : noJ^sthRhYCer ;aword 
yudontw^ntDIs : yudontw^nt ;aword DIs ;aword 
clrYtwYdontyugopUtItxwe : clrYtwYdontyugopUtItxwe ;aword 
k@nyugoduD@tfcrmi : k@n ;aword yu ;aword go ;aword du ;aword D@tfcrmi ;aword 
SiabviIslid^zxntlYkhElpgEtIGIn@ndWt^v : SiabviIslid^zxntlYkhElpgEtIG ;aword In ;aword @ndWt^v ;aword 
no : no ;aword 
nWwIDD^kreanzSidIdxntsekreanzb^tSinuw^t : nWwIDD^kreanzSidIdxntsekreanzb^tSinuw^t ;aword 
d^zSiplewIDDEm : d^zSiplewIDDEm ;aword 
yR : yR ;aword 
Sid^z : Sid^z ;aword 
SiskrIbxlzwIDDEm : SiskrIbxlzwIDDEm ;aword 
@ndSinozD@tDearfcrrYtIGduyuTIGkD@tw^zw^t : @ndSinoz ;aword D@t ;aword DearfcrrYtIG ;aword du ;aword yu ;aword TIGkD@tw^zw^t ;aword 
yRSiw^zseIGrYtD@tw^zw^tSiw^zseIG : yR ;aword Si ;aword w^zseIG ;aword rYt ;aword D@t ;aword w^zw^tSi ;aword w^zseIG ;aword 
wIDelat^vTIGzyuwRgIvIGf^GkSxnzsoD@twIDD^ : wID ;aword elat ;aword ^vTIGz ;aword yu ;aword wRgIvIGf^GkSxnzso ;aword D@t ;aword wIDD^ ;aword 
noYTIGkSi^ndRst@ndz : no ;aword YTIGkSi^ndRst@ndz ;aword 
@ndSiyusIzek^psoSinozw^tItsfcr : @nd ;aword Si ;aword yu ;aword sIzek^pso ;aword Si ;aword nozw^tItsfcr ;aword 
yRSinoz : yR ;aword Sinoz ;aword 
YTIGkSi^ndRst@ndzDoz : YTIGkSi^ndRst@ndzDoz ;aword 
J^stpUlItWtItxlk^mWt : J^stpUlItWtItxlk^mWt ;aword 
xn^DRwRdD@tSih@d@ndYw^ndRIfItw^zfr^mD^s^mR : xn^DRwRdD@t ;aword Si ;aword h@d ;aword @nd ;aword Yw^ndRIfItw^zfr^mD^s^mR ;aword 
SilYksholz : SilYksholz ;aword 
nWwIDD^blaks : nWwID ;aword D^blaks ;aword 
SiyuzdtuJ^stk@riDEmxrWndInebolw^td^zSidunW : Si ;aword yuzdtu ;aword J^stk@riDEmxrWnd ;aword In ;aword ebolw^td^zSidunW ;aword 
oyRSilYkstust@kDEmSilYkstunakDEm : oyR ;aword Si ;aword lYkstu ;aword st@kDEm ;aword Si ;aword lYkstu ;aword nakDEm ;aword 
soSiznatJ^stk@riIGDEmfr^mplestuples : soSiznatJ^stk@riIGDEmfr^mplestuples ;aword 
no : no ;aword 
SiztrYIGtubIldwIDDEm : SiztrYIGtubIldwIDDEm ;aword 
h^m : h^m ;aword 
D^l@stTIG : D^l@stTIG ;aword 
Siw^znotIsIGD^kW@ndD^bRd@ndDEnSih@dtr^bxl : Si ;aword w^znotIsIGD^kW ;aword @nd ;aword D^bRd@ndDEn ;aword Si ;aword h@dtr^bxl ;aword 
@ndxgEnyusEdD^bRdIztuflY : @ndxgEn ;aword yusEd ;aword D^bRdIztuflY ;aword 
SinozbRdzflY : SinozbRdzflY ;aword 
SisEzD@telat : SisEzD@t ;aword elat ;aword 
bRdzflY : bRdzflY ;aword 
bxkczwifidD^bRdz@ndDEnSiwaCIzDEmflYxwe : bxkczwifidD^bRdz@ndDEnSiwaCIzDEmflYxwe ;aword 
yuarg^nxpUtD^br^SInDer : yu ;aword arg^nxpUtD^br^SInDer ;aword 
Siw^zrilgUd@tclD^nemzanD^d@pRd@n : Si ;aword w^zrilgUd@tclD^nemzanD^d@pRd@n ;aword 
Sikclzclf@twih@vsEvxrxld^mptiz@ndSi : Sikclzclf@twih@vsEvxrxld^mptiz@nd ;aword Si ;aword 
YnotIstsEvxrxl^DRpleErixz : YnotIstsEvxrxl^DRpleErixz ;aword 
YdontnowY : YdontnowY ;aword 
ItsefxmIlyRfxmIlyRk@rxktRYgEs : ItsefxmIlyRfxmIlyRk@rxktRYgEs ;aword 
SisimdtunoD^dIfrInsbxtwinb^txnz@ndsn@ps : Sisimdtu ;aword no ;aword D^dIfrInsbxtwinb^txnz@ndsn@ps ;aword 
yRSinozb^txnz@ndsn@ps : yR ;aword Sinoz ;aword b^txnz@ndsn@ps ;aword 
Sik@ntduDEm : Si ;aword k@ntduDEm ;aword 
Sik@ntduDEmb^tSinozwEnwiduDEm : Si ;aword k@ntduDEm ;aword b^tSi ;aword nozwEnwiduDEm ;aword 
Sik@ntmotRduDEm : Si ;aword k@ntmotRduDEm ;aword 
b^tSirEkxgnYzIzD^dIfrInsbxtwincl^vDEm : b^tSirEkxgnYz ;aword Iz ;aword D^dIfrInsbxtwincl^vDEm ;aword 
YTIGkso : YTIGkso ;aword 
sn@psIzadEksEptD@tclbebitiSRtsh@v : sn@psIzadEksEptD@tclbebitiSRtsh@v ;aword 
yudTIGkD@tzIpRzwUdbiiziRtumxnIpyxlet : yudTIGkD@tzIpRzwUdbiiziRtumxnIpyxlet ;aword 
noDearnat : noDearnat ;aword 
Deartuh@ndId : Deartuh@ndId ;aword 
Yminyuh@vtuholdw^n@ndpUlwIDD^^DR : Ymin ;aword yu ;aword h@vtuholdw^n@ndpUlwIDD^^DR ;aword 
huaryukclIGrixli : huaryukclIGrixli ;aword 
yunEvRkclmami : yunEvRkclmami ;aword 
huaryakclIG : huaryakclIG ;aword 
hElo : hElo ;aword 
widonth@vDIskYnd^vtElxfonyRDearcldYxlz : widonth@vDIskYnd^vtElxfonyRDearcldYxlz ;aword 
D@tsenYsw^nIzIntIt : D@tsenYsw^n ;aword Iz ;aword IntIt ;aword 
hElo : hElo ;aword 
hElo : hElo ;aword 
dIGdIGdIGstappleIGwIDD^fon : dIGdIGdIGstappleIGwIDD^fon ;aword 
pUtD^fonb@k : pUtD^fonb@k ;aword 
hElo : hElo ;aword 
DIsmeksesWnd : DIsmeksesWnd ;aword 
yRyuZuxliwikcld@di : yR ;aword yuZuxliwikcld@di ;aword 
Izd@diDer : Iz ;aword d@diDer ;aword 
b^tSiyusIzD^rilfonSiltcktuhImanD^fon : b^tSi ;aword yu ;aword sIzD^rilfonSiltcktuhImanD^fon ;aword 
bYbY : bYbY ;aword 
k@nyapUtItb@k : k@n ;aword yapUtItb@k ;aword 
e : e ;aword 
SikclzD^dcgp^pi : SikclzD^dcgp^pi ;aword 
duyuh@vedcg@thom : du ;aword yu ;aword h@vedcg@thom ;aword 
no : no ;aword 
mYsIstRmYsIstRlIvzInD^semhWzwID^s : mYsIstRmYsIstRlIvzInD^semhWzwID^s ;aword 
d@dihom : d@dihom ;aword 
nohiwEnttuwRk : no ;aword hiwEnttuwRk ;aword 
d^zSiyusdcgi@ndp^pi : d^zSi ;aword yusdcgi@ndp^pi ;aword 
yR@ndp^pidcgznodIfrInssemwRd : yR ;aword @ndp^pidcgz ;aword no ;aword dIfrInssemwRd ;aword 
Yw^znotIsIGInf@ktTIGkIGxbWtDIsyEstRdekwYte : Yw^znotIsIGInf@ktTIGkIGxbWt ;aword DIs ;aword yEstRdekwYt ;aword e ;aword 
soSisimztumekedIstIGkSxnanD^sYz : soSisimztumekedIstIGkSxnanD^sYz ;aword 
b^tnatwIDdcgz : b^tnatwIDdcgz ;aword 
SiTctD^dr@gxnw^zebRdi : SiTctD^dr@gxnw^z ;aword e ;aword bRdi ;aword 
yR : yR ;aword 
xrIJxnxli : xrIJxnxli ;aword 
EksEptD@twih@vebUkD@th@zedr@gxnInIt : EksEptD@twih@vebUkD@th@zedr@gxnInIt ;aword 
soSinozedr@gxn : soSinozedr@gxn ;aword 
yunoD@tswYYw^zelItxlsRprYzdfr@Gkli : yu ;aword no ;aword D@tswYYw^zelItxlsRprYzdfr@Gkli ;aword 
Yfr@Gkliw^zsRprYzdD@tSidIdxntnoD@tD@tw^zedr@gxn : Yfr@Gkliw^zsRprYzd ;aword D@t ;aword Si ;aword dIdxnt ;aword no ;aword D@t ;aword D@t ;aword w^zedr@gxn ;aword 
Sih@zelat^vWt@ndIn@nd^p@nddWnscrt^vwRdz : Si ;aword h@z ;aword elat ;aword ^vWt@nd ;aword In ;aword @nd ;aword ^p@nddWnscrt^v ;aword wRdz ;aword 
DIsIzenYstOYvnEvRsinDIsw^nbxfor : DIs ;aword IzenYstOYvnEvRsinDIsw^nbxfor ;aword 
Sih@zIntbIntuezuyEtsoSid^zxnt^ndRst@ndw^tDoz : Si ;aword h@z ;aword IntbIntuezuyEtso ;aword Sid^z ;aword xnt^ndRst@ndw^tDoz ;aword 
SiztrYdp^pIts@thomSizelItxlxfred^vItDo : SiztrYdp^pIts@thomSizelItxlxfred^vItDo ;aword 
b^tSinozSinozw^tp^pItswih@v : b^tSi ;aword nozSinozw^tp^pItswih@v ;aword 
SizclsowaCIGD^m^pItsantElxvIZInmYh^zbxnd : SizclsowaCIGD^m^pItsantElxvIZInmYh^zbxnd ;aword 
SisimztunoD^dIfrInsbxtwintO@ndnattO : Sisimztu ;aword no ;aword D^dIfrInsbxtwintO@ndnattO ;aword 
Yhop : Yhop ;aword 
yRYhopSid^z : yR ;aword Yhop ;aword Sid^z ;aword 
bxkczstErioz@ndtElxvIZxnzoarnttOz : bxkczstErioz@ndtElxvIZxnzoarnttOz ;aword 
soSid^zxntplewIDDEmclDoSid^zplewIDDEm : soSid^zxntplewIDDEmclDo ;aword Si ;aword d^zplewIDDEm ;aword 
DIsIzn@nzDIsIzn@nzItsnat@niz@ndItsnate : DIs ;aword Izn@nz ;aword DIs ;aword Izn@nz ;aword Itsnat@niz@ndItsnat ;aword e ;aword 
n@nz : n@nz ;aword 
rYt : rYt ;aword 
SiTctD@tD^kWw^zep^pi : SiTctD@tD^kWw^zep^pi ;aword 
yRelat^vTIGzarhcrsIzwRdz@nImxlzD@tSiz : yR ;aword elat ;aword ^vTIGz ;aword arhcrsIz ;aword wRdz ;aword @nImxlz ;aword D@t ;aword Siz ;aword 
h@zSiEvRsinekW : h@z ;aword SiEvRsinekW ;aword 
nob^twih@veyRSizsinlats^vpIkCRz^vkWz : no ;aword b^twih@v ;aword e ;aword yR ;aword Sizsinlats^vpIkCRz^vkWz ;aword 
wih@vest^ftkWb^tSinEvRh@zrixligat : wih@v ;aword e ;aword st^ftkWb^tSinEvR ;aword h@z ;aword rixligat ;aword 
lEtsgEtdWnclrYt : lEtsgEtdWncl ;aword rYt ;aword 
lEtsgEtdWn : lEtsgEtdWn ;aword 
yudIdxntivxnsiDIsb^ni : yu ;aword dIdxntivxnsiDIsb^ni ;aword 
w^tsD@t : w^tsD@t ;aword 
mWsiItsnatemWsiItseb^ni : mWsiItsnatemWsiIts ;aword e ;aword b^ni ;aword 
YmrImYndId^veh@ndik@ptsipigRlD@tYwRktwIDfcr : YmrImYndId^v ;aword e ;aword h@ndik@ptsipigRl ;aword D@t ;aword YwRktwIDfcr ;aword 
@ndSisEdD^wRdzD@twRxpropriettuhR : @nd ;aword SisEd ;aword D^wRdzD@twRxpropriettuhR ;aword 
@ndYTIGkD@tsw^th@pxnzwIDekId : @nd ;aword YTIGkD@tsw^th@pxnz ;aword wID ;aword ekId ;aword 
D@tswYD^m^DRk@nk@nIntRprItw^tSizseIG : D@tswYD^m^DR ;aword k@n ;aword k@n ;aword IntRprItw^tSizseIG ;aword 
mYh^zbxndhetsk@ts@ndEvritYmhisizw^nhigoz : mYh^zbxndhetsk@ts@ndEvritYmhisizw^nhigoz ;aword 
r@t : r@t ;aword 
ItsabviIsliwRkIGb^tYTIGkItsgEtIGhRebIt : ItsabviIsliwRkIGb^tYTIGkItsgEtIGhR ;aword e ;aword bIt ;aword 
arDertOzD@tsimtumekhRtckmor : arDertOzD@tsimtumekhRtckmor ;aword 
abviIsliD^bUksmekhRtcklEs : abviIsli ;aword D^bUks ;aword mekhRtcklEs ;aword 
duyuyusbUksfcrD@t@ktIvIti : du ;aword yu ;aword yusbUksfcr ;aword D@t ;aword @ktIvIti ;aword 
yRyRwih@vlats^vbUksSid^zxntyusbUks@t : yR ;aword yR ;aword wih@vlats^vbUks ;aword Sid^z ;aword xntyusbUks@t ;aword 
ItsyuZuxli@tekwYItRyunowEnYmtrYIGtugEt : ItsyuZuxli@tekwYItR ;aword yu ;aword no ;aword wEn ;aword YmtrYIGtugEt ;aword 
b^tItshardfcrs^mw^nhReJtusItEniwe : b^tItshardfcrs^mw^nhReJtusItEniwe ;aword 
Sid^zxnt^ndRst@ndD@tkansEpt : Sid^z ;aword xnt^ndRst@ndD@tkansEpt ;aword 
d^zSirixli^ndRst@ndD^kansEpt^vkWntIG : d^zSi ;aword rixli^ndRst ;aword @nd ;aword D^kansEpt^vkWntIG ;aword 
tuTri@tlistSionliskIpsfYvson^mbR : tuTri@tlistSionliskIpsfYvson^mbR ;aword 
dIdSilRntukWnthRsElfcrIzIts^mTIGyu : dIdSilRntukWnthRsElf ;aword cr ;aword Iz ;aword It ;aword s^mTIG ;aword yu ;aword 
SistartIdD^rutinbxkczYh@vxntbInduIGEni : Si ;aword startIdD^rutinbxkczYh@vxntbInduIGEni ;aword 
YTIGkSirixlistartkWntIGbxkczInD^JImwiSi : YTIGkSirixlistartkWntIGbxkcz ;aword In ;aword D^JImwi ;aword Si ;aword 
DeclduD@t : Decldu ;aword D@t ;aword 
IzItD^JImkl@sD@tstcthRwRdzlYk : Iz ;aword It ;aword D^JImkl@sD@tstcthRwRdzlYk ;aword 
anmYniz : anmYniz ;aword 
YdontTIGkso : Ydont ;aword TIGkso ;aword 
YdontTIGkso : Ydont ;aword TIGkso ;aword 
DeJ^sth@vD@tw^nrutin : DeJ^sth@v ;aword D@t ;aword w^nrutin ;aword 
werd^zSigEtwRdzlYkmY@nd@n : werd^zSigEt ;aword wRdz ;aword lYkmY@nd@n ;aword 
D^^DRsYd : D^^DRsYd ;aword 
wElmYYgEsbxkczwih@vebebinEkststorso : wEl ;aword mYYgEsbxkcz ;aword wih@v ;aword ebebinEkststorso ;aword 
bxkczSispiksInehYvOstuebebi : bxkczSispiksInehYvOstuebebi ;aword 
@ndSispiksYminYdontrxmEmbRspikIGInehY : @nd ;aword Sispiks ;aword Ymin ;aword YdontrxmEmbRspikIGInehY ;aword 
@ndSigozTruD@tholrutinwIDD^bebiTIG : @nd ;aword Si ;aword gozTruD@tholrutin ;aword wID ;aword D^bebiTIG ;aword 
@ndwiwiwRrixlixmyuzd : @nd ;aword wiwiwRrixlixmyuzd ;aword 
YTIGkD^wRdl@pbxkczD^bebiclwezsItsanD^m^DRz : YTIGkD^wRdl@pbxkczD^bebiclwezsItsanD^m^DRz ;aword 
d^zSiduelat^vD@t : d^zSi ;aword du ;aword elat ;aword ^vD@t ;aword 
^DRsYd : ^DRsYd ;aword 
tRnxrWnd : tRnxrWnd ;aword 
st^fD@tsvErisxfIstIketId : st^fD@tsvErisxfIstIketId ;aword 
Ydontno : Ydontno ;aword 
siYdontYdontTIGkD@twitiChREniTIG : siYdont ;aword Ydont ;aword TIGkD@twitiChREniTIG ;aword 
b^tyunoEksEptbYw^twise : b^tyu ;aword no ;aword EksEptbYw^twise ;aword 
SizIndekerrYt : Siz ;aword Indeker ;aword rYt ;aword 
nono : nono ;aword 
SiwUdxntEksEptD^bOsItIGJ^stEnioldwe : Si ;aword wUdxntEksEptD^bOsItIGJ^stEnioldwe ;aword 
anhIznizyR : anhIzniz ;aword yR ;aword 
Siw^zm^CmorsxfIstIketIdxbWtD^lItxlbOdclfcr : Si ;aword w^zm^CmorsxfIstIketIdxbWtD^lItxlbOdclf ;aword cr ;aword 
yRInstEd^vh^mptid^mpti : yR ;aword In ;aword stEd^vh^mptid^mpti ;aword 
yRSirixlid^zno : yR ;aword Si ;aword rixlid^z ;aword no ;aword 
IfD@th@dbInegRldcl : If ;aword D@t ;aword h@d ;aword bInegRldcl ;aword 
yEsbYher : yEsbYher ;aword 
natbYEnisEkspartsclDoSinozDerzebIgdIfrIns : natbYEnisEkspartsclDo ;aword Sinoz ;aword DerzebIgdIfrIns ;aword 
wIDD^blaksSiyuzdD^bO@z@nd^zSiyus : wID ;aword D^blaks ;aword Si ;aword yuzdD^bO@z@n ;aword d^zSi ;aword yus ;aword 
SiyusIzmituduTIGzfcrhRyuZuxli : Si ;aword yus ;aword Izmitu ;aword du ;aword TIGzfcrhRyuZuxli ;aword 
ItsyuZuxlimamiduIt@ndYh@vtuRJhRtuduItso : ItsyuZuxlimami ;aword du ;aword It ;aword @nd ;aword Yh@vtuRJhRtu ;aword du ;aword Itso ;aword 
SistIlyuzdmi : Si ;aword stIlyuzdmi ;aword 
d^zSih@vblaks@thomD@tSiplezwID : d^zSi ;aword h@vblaks@thom ;aword D@t ;aword SiplezwID ;aword 
smclRw^nz : smclRw^nz ;aword 
J^ststartIdtuplewIDblaks : J^ststartIdtuplewIDblaks ;aword 
SiznatD@t : Siz ;aword natD@t ;aword 
Sih@ds^msxfIstIketIdYdixzxbWtw^ttuduwIDDEmSi : Si ;aword h@d ;aword s^msxfIstIketIdYdixzxbWtw^ttu ;aword du ;aword wIDDEm ;aword Si ;aword 
