a	x
schnucks	Sn^ks
school	skul
schoolhouse	skulhWs
science	sYEnts
scissorhand	sIzRh@nd
scissors	sIzRz
scooby	skubi
scoop	skup
scooping	skupIG
scoot	skut
scooter	skutR
scooting	skutIG
scored	skard
scorpion	skarpixn
scott	skat
scottish	skctIS
scramble	skr@mbxl
scrambled	skr@mbxld
scrape	skrep
scraped	skrept
scraping	skrepIG
scratch	skr@C
scratch	skr@C
scratched	skr@Ct
scratches	skr@Cxz
scratching	skr@CIG
scratching	skr@CIG
scratchy	skr@Ci
scream	skrim
screaming	skrimIG
screams	skrimz
screech	skriC
screecher	skriCR
screen	skrin
screw	skru
screwdriver	skrudrYvR
screwed	skrUd
screwy	skrUwi
scribble	skrIbxl
scribbles	skrIbxlz
scrub	skr^b
scrubbed	skr^bd
scrubbie	skr^bi
scrubby	skr^bi
scrumbilicious@n	skr^mbIlISxs
scrumblicious@n	skr^mblISxs
scrumptious	skr^mpCxs
scuba	skubx
scurry	skRi
sea	si
seafood	sifud
seagulls	sig^lz
seal	sil
seal's	silz
sealie	sili
sean	Scn
search	sRC
searched	sRCt
seashells	siSElz
seashore	siScr
season	sizxn
seasoning	sizxnIG
seasons	sizxnz
seat	sit
seats	sits
sebastian	sxb@sCxn
sec	sEk
second	sEkxnd
seconds	sEkxndz
secret	sikrEt
secrets	sikrEts
sectioned	sEkSxnd
sections	sEkSxnz
secure	sxkyUr
see	si
seeandsay	si@ndse
seed	sid
seeds	sidz
seeing	siIG
seek	sik
seem	sim
seemed	simd
seemingly	simIGli
seems	simz
seen	sin
sees	siz
seesaw	sisc
segment	sEgmxnt
seize	siz
selection	sIlEkSxn
self	sElf
sell	sEl
selling	sElIG
sells	sElz
seltzer	sEltzR
semicircle	sEmIsRkxl
send	sEnd
sending	sEndIG
sends	sEndz
sense	sEns
sensitive	sEnsItIv
sent	sEnt
sentence	sEntxns
sentences	sEntxnsIz
separate	sEpxret
separation	sEpxreSxn
september	sEptEmbR
sequential	sIkwEnSxl
series	siriz
serious	sIrixs
seriously	sirixsli
serpent	sUrpxnt
serve	sRv
served	sRvd
serves	sRvz
service	sUrvIs
serving	sRvIG
sesame	sEsxmi
session	sESxn
set	sEt
setting	sEtIG
settle	sEtxl
settled	sEtxld
seuss	sus
seuss's	susIz
seven	sEvxn
seventeen	sEvEntin
seventeenth	sEvEntinT
seventh	sEvEnT
seventy	sEvEnti
several	sEvrxl
sew	so
sewed	sod
sewer	suR
sewing	soIG
sewingmachine	soIGmxSin
sewn	son
sews	soz
sex	sEks
sexual	sEkSuxl
sexy	seksi
sgabettios	skxbEtioz
shabby	S@bi
shade	Sed
shades	Sedz
shadow	S@do
shadows	S@doz
shady	Sedi
shaggy	S@gi
shake	Sek
shaked	Sekt
shakes	Seks
shaking	SekIG
shaky	Seki
shall	Sxl
shallots	S@lxts
shallow	S@lo
shame	Sem
shampoo	S@mpu
shape	Sep
shaped	Sept
shapes	Seps
share	SEr
shared	SErd
sharing	SErIG
shark	Sark
sharks	Sarks
sharon	SErxn
sharp	Sarp
shave	Sev
shaving	SevIG
she	Si
she'd	Sid
she'll	Sil
she's	Siz
sheared	SIrd
shedding	SEdIG
sheedy	Sidi
sheep	Sip
sheet	SIt
sheets	SIts
sheila	SIlx
shelby	SElbi
shelf	SElf
shell	SEl
shells	SElz
shena	Sinx
shepherd	SEpRd
sheriff	SErIf
sherri	SERi
sherry	SEri
shes	Siz
shh	S
shield	Sild
shielded	Sildxd
shift	SIft
shifts	SIfts
shimmering	SImRIG
shimmy	SImi
shin	SIn
shine	SYn
shining	SYnIG
shiny	SYni
ship	SIp
ships	SIps
shirt	SRt
shirt's	SRts
shirts	SRts
shiver	SIvR
shock	Sak
shocked	Sakt
shod	Sad
shoe	Su
shoe's	Suz
shoelace	Sules
shoelaces	SulesIz
shoeless	SulEs
shoes	Suz
shoesies	Suziz
shoestring	SustrIG
shoestrings	SustrIGz
shook	SUk
shoot	Sut
shooting	SutIG
shop	Sap
shopper	SapR
shopping	SapIG
short	Scrt
shorter	ScrtR
shortly	Scrtli
shorts	Scrts
shot	Sat
shots	Sats
should	SUd
should've	SUdxv
shoulda	SUdx
shoulder	SoldR
shoulders	SoldRz
shouldn't	SUdxnt
shout	SWt
shouted	SWtxd
shouting	SWtIG
shove	sh^v
shoved	Sovd
shovel	sh^vxl
shoveled	sh^vxl
shoveling	sh^vxlIG
shovels	sh^vxlz
show	So
showed	Sod
shower	SWR
showing	SoIG
shows	Soz
shred	SrEd
shrimp	SrImp
shriveled	SrIvxld
shut	S^t
shutter	S^tR
shutters	S^tRz
shutting	S^tIG
shy	SY
sibling	sIblIG
sick	sIk
sickie	sIki
sid	sId
side	sYd
sides	sYdz
sidewalk	sYdwck
sidewalks	sYdwcks
sideways	sYdwez
sidney	sIdni
sidney's	sIdniz
sieve	siv
sigh	sY
sighed	sYd
sight	sYt
sign	sYn
signal	sIgnxl
signed	sYnd
signs	sYnz
silence	sYlEnts
silent	sYlEnt
silky	sIlki
sill	sIl
sillier	sIliR
silly	sIli
sillywilly	sIliwIli
silver	sIlvR
silverware	sIlvRwEr
simba	sImbx
simmer	sImR
simmered	sImRd
simmering	sImRIG
simmers	sImRz
simple	sImpxl
simply	sImpli
since	sIns
sing	sIG
singing	sIGIG
sings	sIGz
sink	sIGk
sip	sIp
sipped	sIpt
sipper	sIpR
sippie	sIpi
sips	sIps
sir	sR
siree	sRi
siren	sYrxn
sirree	sRri
sissy	sIsi
sister	sIstR
sister's	sIstRz
sisters	sIstRz
sit	sIt
sits	sIts
sitting	sItIG
situation	sICueSxn
six	sIks
sixpence	sIkspEnts
sixteen	sIkstin
sixteenth	sIkstinT
sixty	sIksti
size	sYz
sized	sYzd
skanky	sk@Gki
skateboard	sketbcrd
skateboards	sketbcrdz
skates	skets
skating	sketIG
skelter	skEltR
skies	skYz
skill	skIl
skills	skIlz
skin	skIn
skinnier	skIniR
skinny	skIni
skip	skIp
skipped	skIpt
skips	skIps
skirt	skRt
skirts	skRts
skull	sk^l
skunk	sk^Gk
sky	skY
slam	sl@m
slammed	sl@md
slamming	sl@mIG
slams	sl@mz
slapped	sl@pt
slash	sl@S
slave	slev
sleek	slik
sleep	slip
sleeper	slipR
sleepie	slipi
sleepies	slipiz
sleeping	slipIG
sleeps	slips
sleepy	slipi
sleepyhead	slipihEd
sleet	slit
sleeting	slitIG
sleets	slits
sleeve	sliv
sleeves	slivz
slept	slEpt
slew	slu
slice	slYs
slick	slIk
slid	slId
slide	slYd
slides	slYdz
sliding	slYdIG
slight	slYt
slightest	slYtIst
slime	slYm
slimy	slYmi
slink	slIGk
slinky	slIGki
slip	slIp
slipped	slIpt
slipper	slIpR
slipper's	slIpRz
slippers	slIpRz
slippery	slIpRi
slippies	slIpiz
slipping	slIpIG
slippy	slIpi
slips	slIps
slob	slcb
slobber	slabR
slobbered	slabRd
slobbering	slabRIG
slobbers	slabRz
slobingslobingdobbin	slabIGslabIGd^bxn
slopping	slcpIG
sloppy	slcpi
slosh	slcS
slot	slct
slouch	slWC
slouching	slWCIG
slow	slo
slower	slowR
slowing	slowIG
slowly	sloli
slows	sloz
slug	sl^g
slumber	sl^mbR
slumbers	sl^mbRz
slurping	slRpIG
smack	sm@k
smackerel	sm@kRxl
smackerel@c	sm@kRxl
smacking	sm@kIG
smakerel@c	sm@kRxl
small	smcl
smaller	smclR
smallness	smalnxs
smart	smart
smarter	smartR
smartest	smartEst
smartie	smarti
smarty	smarti
smartypants	smartip@nts
smashing	sm@SIG
smell	smEl
smelled	smEld
smelling	smElIG
smells	smElz
smelly	smEli
smile	smYl
smiled	smYld
smiles	smYlz
smiley	smYli
smiling	smYlIG
smith	smIT
smoke	smok
smoky	smoki
smooth	smuT
smoother	smuTR
smorgasbord	Smcrgxsbcrd
smuch	sm^C
smush	sm^S
smushed	sm^St
smushing	sm^SIG
snack	sn@k
snack's	sn@ks
snackie	sn@ki
snacking	sn@kIG
snacks	sn@ks
snail	snel
snails	snelz
snake	snek
snakes	sneks
snakie	sneki
snap	sn@p
snapped	sn@pt
snappie	sn@pi
snapping	sn@pIG
snaps	sn@ps
snatch	sn@C
snatched	sn@tCt
sneak	snIk
sneakers	snikRz
sneaking	snIkIG
sneaky	snIki
sneeze	sniz
sneezed	snizd
sneezes	snizEs
sneezing	snizIG
sniff	snIf
snip	snIp
snipped	snIpt
snipper	snIpR
snippers	snIpRz
snippy	snIpi
snoops	snups
snooze	snuz
snoring	sncrIG
snort	sncrt
snorting	sncrtIG
snot	snat
snotty	snati
snow	sno
snow's	snoz
snowballs	snobclz
snowblower	snobloR
snowed	snod
snowflakes	snofleks
snowing	snoIG
snowman	snom@n
snowman's	snomxnz
snowmen	snomEn
snows	snoz
snowsuit	snosut
snowy	snowi
snuck	sn^k
snuff	sn^f
snuffy	sn^fi
snug	sn^g
snuggle	sn^gxl
snuggled	sn^gxld
snuggly	sn^gli
so	so
so@si	so
soak	sok
soaked	sokt
soaking	sokIG
soaky	soki
soap	sop
soappies	sopiz
soapy	sopi
soccer	sakR
sock	sak
sockie	saki
sockies	sakiz
socks	saks
socksies	saksiz
soda	sodx
sodas	sodxz
sodium	sodixm
sofa	sofx
soft	scft
softball	scftbcl
softest	scftxst
softly	scftli
software	scftwEr
soggy	sagi
soiled	sOxld
sold	sold
soldier	solJR
soldiers	solJRz
solid	salId
solidified	sxlIdxfYd
solomon	salxmxn
some	sxm
somebody	s^mbadi
somebody's	s^mbadiz
someday	s^mde
somehow	s^mhW
someone	s^mw^n
someone's	s^mw^nz
someplace	s^mples
somersault	s^mRsclt
somersaults	s^mRsclts
something	s^mTIG
something's	s^mTIGz
sometime	s^mtYm
sometimes	s^mtYmz
somewhat	s^mw^t
somewhere	s^mWEr
son	s^n
song	scG
songlike	ScGlYk
songs	scGz
sonic	sanIk
sonny	s^ni
sonogram	sanxgr@m
sons	s^nz
soon	sun
sooner	sunR
sophie	sofi
sophisticated	sxfIstIketId
sopped	sapt
sorcerer	scrCIRR
sore	scr
sorry	scri
sort	scrt
sorted	scrtxd
sorter	scrtR
sorts	scrts
sound	sWnd
sounded	sWndId
sounding	sWndIG
sounds	sWndz
soup	sup
soups	sUps
soupy	sUpi
sour	sWR
source	scrs
south	sWT
space	spes
spaceship	speSIp
spaghetti	spxgEti
spaghettio	spxgEtio
spaghettios	spxgEtioz
span	sp@n
spanish	sp@nIS
spank	sp@Gk
spanked	sp@Gkt
spare	spEr
sparkle	sparkxl
sparkly	sparkli
sparky	sparki
sparrow	spEro
speak	spik
speaker	spikR
speaking	spikIG
speaks	spiks
special	spESxl
specific	spIsIfIk
specks	spEks
specter	spEktR
spectrum	spEktrxm
speed	spid
speeds	spidz
speedy	spidi
spell	spEl
spelling	spElIG
spend	spEnd
spended	spEndxd
spends	spEndz
spent	spEnt
sphere	sfIr
spice	spYs
spices	spYsxz
spider	spYdR
spike	spYk
spill	spIl
spilled	spIld
spilling	spIlIG
spills	spIlz
spin	spIn
spinach	spInIC
spines	spYnz
spinning	spInIG
spins	spInz
spirit	spIrIt
spit	spIt
spits	spIts
spitting	spItIG
splash	spl@S
splashasplashasplasha	spl@Sxspl@Sxspl@Sx
splashed	spl@St
splashie	spl@Si
splashing	spl@SIG
splat	spl@t
splendid	splEndId
splendor	splEdR
splishiesplashie	splISispl@Si
splishsplash	splISspl@S
splishysplashy	splISispl@Si
split	splIt
splitsplacksplash	splItspl@kspl@S
spoil	spOxl
spoiled	spOld
spoke	spok
sponge	sp^nJ
sponges	sp^nJxz
spontaneously	spantenixs
spool	spul
spools	spulz
spoon	spun
spoonful	spunfxl
spoonfuls	spunfxlz
spoons	spunz
sport	spcrt
sports	spcrts
spot	spat
spot's	spats
spots	spats
spotty	spati
spout	spWt
sprat	spr@t
spray	spre
spraying	spreIG
spread	sprEd
spreads	sprEdz
spring	sprIG
springs	sprIGz
springtime	sprIGtYm
sprinkler	srIGkxlR
sprint	sprInt
spruce	sprus
spud	sp^d
spunky	sp^nki
spy	spY
spying	spYIG
square	skwEr
squares	skwErz
squarular	skwEryxlR
squash	skwcS
squashed	skwcSt
squashie	skwcSi
squashies	skwcSiz
squawky	skwcki
squeak	skwik
squeaked	skwikt
squeaker	skwikR
squeaking	skwikIG
squeaks	skwiks
squeaky	skwiki
squeal	skwil
squealed	skwild
squeeze	skwiz
squeezed	skwizd
squeezes	skwizxz
squeezing	skwizIG
squid	skwId
squinting	skwIntIG
squirm	skwRm
squirming	skwRmIG
squirmy	skwRmi
squirrel	skwRxl
squirrellie	skwRxli
squirrellies	skwRxliz
squirrels	skwRxlz
squirt	skwRt
squirted	skwRtxd
squirting	skwRtIG
squish	skwIS
squished	skwISt
squishing	skwISIG
squishy	skwISi
ssh	S
stable	stebxl
stack	st@k
stacked	st@kt
stacking	st@kIG
stacks	st@ks
stage	steJ
stages	steJIz
stain	sten
stair	stErz
stairs	stErz
stale	stel
stale	stel
stalking	stckIG
stall	stcl
stamp	st@mp
stance	st@nts
stand	st@nd
standing	st@ndIG
standpoint	st@ndpOnt
stands	st@ndz
staples	stepxlz
star	star
starch	starC
stare	stEr
starfish	starfIS
staring	stErIG
stars	starz
start	start
started	startId
starting	startIG
startle	startxl
startled	startxld
starts	starts
starve	starv
starved	starvd
starves	starvz
starving	starvIG
stash	st@S
static	st@tIk
staticing@n	st@tIkIG
staticky	st@tIki
staticling@n	st@tIkklIG
station	steSxn
statue	st@Cu
stay	ste
stayed	sted
staying	steIG
stays	stez
steadfast	stEdf@st
steadier	stEdiR
steady	stEdi
steak	stek
steak's	steks
steal	stil
stealing	stilIG
steals	stilz
steam	stim
steamed	stImd
steep	stIp
steer	stIr
steering	stIrIG
stegosaurus	stEgxscrxs
stem	stEm
step	stEp
stephanie	stEfxni
stepped	stEpt
stepping	stEpIG
steps	stEps
stereo	stErio
stereos	stErioz
steve	stiv
steven	stivxn
stew	stu
stick	stIk
sticker	stIkR
stickers	stIkRz
stickie	stIki
stickies	stIkiz
sticking	stIkIG
stickle	stIkxl
stickleback	stIkxlb@k
sticks	stIks
sticky	stIki
stikle	stIkxl
stile	stYxl
still	stIl
stimulated	stImyuletxd
sting	stIG
stingy	stInJi
stink	stIGk
stinkaroosies	stIGkxruziz
stinker	stIGkR
stinkier	stIGkiR
stinkies	stIGkiz
stinkiest	stIGkixst
stinking	stIGkIG
stinkpot	stIGkpat
stinks	stIGks
stinky	stIGki
stir	stR
stirring	stRIG
stitches	stICxz
stock	stak
stocking	stckIG
stole	stol
stomach	st^mxk
stomachache	st^mxkek
stomp	stamp
stomped	stampt
stomping	stampIG
stoneham	stonxm
stones	stonz
stood	stUd
stool	stul
stop	stap
stopped	stapt
stopper	stapR
stopping	stapIG
stops	staps
store	stcr
stores	stcrz
stories	stcriz
storm	stcrm
stormy	starmi
story	stcri
storybook	staribUk
stout	stWt
stove	stov
straight	stret
straighten	stretxn
straightened	stretxnd
straightens	stretxnz
straining	strenIG
strange	strenJ
stranger	strenJR
strap	str@p
strapped	str@pt
straps	str@ps
straw	strc
strawberries	strcbEriz
strawberry	strcbEri
streaks	strIks
stream	strIm
street	strit
streetlight	stritlYt
streetlights	stritlYts
streets	strits
strength	strEGT
strengthening	strEGTxnIG
stress	strEs
stressed	strEst
stretch	strEC
stretches	strECxz
stretching	strECIG
strike	strYk
string	strIG
stringing	strIGIG
strings	strIGz
strip	strIp
stripe	strYp
striped	strYpt
stroke	strok
stroll	strol
stroller	strolR
strong	stcG
stronger	strcGR
struck	str^k
structure	str^kCR
struggle	str^gxl
struggled	str^gxld
strum	str^m
stubborn	st^bRn
stuck	st^k
studies	st^diz
studio	studio
study	st^di
studying	st^diIG
stuff	st^f
stuffed	st^ft
stuffy	st^fi
stung	st^G
stupid	stupId
sturdy	stRdi
stutter	st^tR
style	stYl
styling	stYlIG
stylish	stYlIS
styrofoam	stYrxfom
sub	s^b
subject	s^bJIkt
substitute	s^bstItut
substituted	s^bstItutId
succeed	s^ksid
successful	sxksEsfxl
successfully	s^ksEsfxli
such	s^C
suchi	suCi
suck	s^k
sucked	s^kt
sucker	s^kR
sucking	s^kIG
sucks	s^ks
suction	s^kSxn
sudden	s^dxn
suddenly	s^dxnli
suds	s^dz
sudsies	s^dsiz
sudsy	s^dsi
sue	su
sued	sud
sues	suz
sugar	SUgR
sugarpie	SUgRpY
suggest	sxJEst
suggestion	sxgJEsCxn
suing	suIG
suit	sut
suitcase	sutkes
suits	suts
sultan	s^ltxn
sultan's	s^ltxnz
sultans	s^ltxnz
sultans's	s^ltxnzxz
summer	s^mR
summer's	s^mRz
summers	s^mRz
summertime	s^mRtYm
summoned	s^mxnd
sumpin	s^mpIn
sun	s^n
sun's	s^nz
sunblock	s^nblck
sunburn	s^nbRn
sunday	s^nde
sunflower	s^nflWR
sunflowers	s^nflWRz
sunglasses	s^ngl@sIz
sunny	s^ni
sunscreen	s^nskrin
sunscreens	s^nskrInz
sunshine	s^nSYn
suntan	s^nt@n
super	supR
superman	supRm@n
supper	s^pR
supper's	s^pRz
supplement	s^plxmxnt
supplies	s^plYz
supply	sxplY
suppose	s^poz
supposed	sxpozd
sure	SR
surely	sRli
surface	sRfIs
surprise	sRprYz
surprised	sRprYzd
surprising	sRprYzIG
surrounded	sRWndxd
survey	sRve
survive	sRvYv
survivor	sRvYvR
susan	suzxn
susie	suzi
suspender	s^spEndR
suspenders	sxspEndR
suspicious	s^spISxs
susy	suzi
suzie	suzi
suzy	suzi
swallow	swalo
swallowed	swalod
swallowing	swalowIG
swallows	swaloz
swam	sw@m
swan	swan
swans	swanz
swear	swEr
swearie	swEri
sweat	swEt
sweater	swEtR
sweaters	swEtRz
sweatpants	swEtp@nts
sweatshirt	swEtSRt
sweatshirts	swEtSRts
sweatsuit	swEtsut
sweaty	swEti
sweep	swip
sweeped	swipt
sweepie	swipi
sweeping	swipIG
sweeps	swips
sweet	swit
sweeta	switx
sweeterpeters	switRpitRz
sweeters	switRz
sweeterspeters	switRzpitRz
sweetest	switxst
sweetheart	swithart
sweetie	switi
sweetiepie	switipY
sweetiepies	switipYz
sweeties	switiz
sweetiest	switiEst
sweetpea	switpi
sweets	swits
sweetsies	switsiz
sweetum	swit^m
sweetums	swit^mz
swell	swEl
swell	swEl
swelling	swElIG
swelling	swElIG
swept	swEpt
swim	swIm
swimmer	swImR
swimming	swImIG
swimmingpool	swImIGpul
swims	swImz
swimsuit	swImsUt
swing	swIG
swingie	swIGgi
swinging	swIGIG
swings	swIGz
swish	swIS
switch	swIC
switched	swICt
swollen	swolxn
swoosh	swUS
sydney's	sIdniz
sylvester	sIlvEstR
symbiotic	sImbiatIk
symphony	sImfxni
syndrome	sIndrcm
synthesized	sInTxsYzd
syrup	sIr^p
system	sIstxm
t	ti
t@l	ti
ta	ta
tab	t@b
tabitha	t@bITx
tabitha's	t@bITxz
table	tebxl
tablecloth	tebxlklaT
tablespoon	tebxlspun
tabs	t@bz
tad	t@d
tadah	txda
tag	t@g
tags	t@gz
tail	tel
tail's	tela
tails	telz
take	tek
taken	tekxn
takes	teks
taking	tekIG
talk	tck
talkative	tckxtIv
talked	tckt
talker	tckR
talking	tckIG
talks	tcks
tall	tcl
taller	tcxlR
tallest	tclEst
tambourine	t@mbRin
tan	t@n
tangerine	t@nJRin
tangerines	t@nJRinz
tangled	t@Ggxld
tangling	t@GglIG
tanish	t@nIS
tank	t@Gk
tantrum	t@ntr^m
tantrums	t@ntr^mz
tap	t@p
tape	tep
taped	tept
tapemeasure	tepmEsUr
taperecorded	teprECcrdEd
taperecording	teprECcrdIG
tapes	teps
taping	tepIG
tapioca	t@piokx
tapped	t@pt
tapping	t@pIG
taps	t@ps
tar	tar
target	targxt
tart	t@t
tarts	tcrts
tarzan	tarzxn
tasmanian	t@zmenixn
taste	test
tasted	testxd
tastes	tests
tasting	testIn
tasty	testi
tata	t@t@
tata's	t@t@z
tata@q	tctc
taters	tetRz
tattoos	t@tuz
taught	tct
taxi	t@ksi
taxis	t@ksiz
taz	t@z
tea	ti
teach	tiC
teacher	tiCR
teacher's	tICRz
teaching	tiCIG
team	tim
teapot	tipat
tear	tIr
tearing	tErIG
tears	tIrz
teas	tiz
teasing	tizIG
teaspoon	tispun
teaspoonfuls	tispunfxlz
technical	tEknIkxl
technically	tEknIkli
teddies	tEdiz
teddy	tEdi
tee	ti
teefers	tifRz
teenager	tineJR
teenie	tini
teensie	tinsi
teeny	tini
teenyweeny	tiniwini
teepy	tipi
teeth	tiT
teether	tiTR
teethers	tiTRz
teethie	tiTi
teethies	tiTiz
teething	tiTIG
telemarketing	tElxmarkEtIG
telephone	tElxfon
telephone's	tElxfonz
telephones	tElxfonz
teletubbies	tElxt^biz
teletubby	tElxt^bi
television	tElxvIZxn
televisions	tElxvIZxnz
tell	tEl
telling	tElIG
tells	tElz
telly	tEli
temper	tEmpR
temperature	tEmprxCUr
tempt	tEmpt
ten	tEn
tend	tEnd
tender	tEndR
tenderness	tEndRnxs
tending	tEndIG
tennis	tEnIs
tense	tEnts
tent	tEnt
tenth	tEnT
tents	tEnts
term	tRm
terms	tRmz
terri	tEri
terri's	tEriz
terrible	tErxbxl
terribly	tErxbli
terrific	txrIfIk
terrorizing	tErRYzIG
terry	tEri
terry's	tEriz
test	tEst
tested	tEstId
testing	tEstIG
than	D@n
thank	T@Gk
thanked	T@Gkt
thanking	T@GkIG
thanks	T@Gks
thankyou	T@Gkyu
that	D@t
that'd	D@txd
that'll	D@txl
that's	D@ts
thaw	Tc
the	Dx
thee	Di
theif	TIf
their	DEr
theirs	DErz
them	DEm
them's	DEmz
themselves	DEmsElvz
then	DEn
theodore	Tixdcr
there	DEr
there'll	DErxl
there's	DErz
therefore	DErfcr
theresa	txrisx
thermometer	TRmamxtR
these	Diz
they	De
they'd	Ded
they'll	Del
they're	DEr
they've	Dev
thick	TIk
thicker	TIkR
thigh	TY
thighs	TYz
thin	TIn
thing	TIG
thing's	TIGz
thingamajigger	TIGxmxJIgR
thingie	TIGi
thingies	TIGiz
things	TIGz
think	TIGk
thinking	TIGkIG
thinks	TIGks
third	TRd
thirst	TRst
thirsty	TRsti
thirteen	TRtin
thirty	TRrti
this	DIs
thistle	TIsxl
thorn	Tcrn
thornbushes	TcrnbUSxz
thorns	Tcrnz
thorny	Tcrni
those	Doz
though	Do
thought	Tct
thoughtful	Tctfxl
thousand	TWzxnd
thrash	Tr@S
thrasher	Tr@SR
thread	TrEd
three	Tri
threes	Triz
threw	Tru
throat	Trot
throats	Trots
through	Tru
throughout	TruWt
throw	Tro
throwing	TroIG
thrown	Tron
throws	Troz
thumb	T^m
thumbprints	T^mprInts
thumbs	T^mz
thumbtacks	T^mt@ks
thumper	T^mpR
thunder	T^ndR
thundered	T^ndRd
thursday	TRzde
thy	DY
ti@si	ti
tic	tIk
tick	tIk
ticket	tIkIt
tickets	tIkIts
tickie	tIki
tickle	tIkxl
tickled	tIkxld
tickler	tIkxlR
tickles	tIkxlz
tickletickle	tIkxltIkxl
ticklie	tIkli
tickling	tIkxlIG
ticklish	tIklIS
tickly	tIkli
ticks	tIks
tictactoe	tIkt@kto
tiddywinkle	tIdiwIGkxl
tide	tYd
tie	tY
tied	tYd
ties	tYz
tiger	tYgR
tigers	tYgRz
tigger	tIgR
tiggers	tIgRz
tiggywinkle	tIgiwIGkxl
tight	tYt
tighter	tYtR
tightly	tYtli
tights	tYts
tile	tYxl
tilt	tIlt
tilted	tIltxd
tim	tIm
timber	tImbR
timberland	tImbRl@nd
timbers	tImbRz
time	tYm
timer	tYmR
times	tYmz
timing	tYmIG
timmer	tImR
timmonium	tImoni^m
timmy	tImi
timmy's	tImiz
timone	tImon
timothy	tImxTi
tims	tImz
tin	tIn
tiniest	tYniEst
tinkerbell	tIGkRbEl
tinkle	tIGKxl
tinky	tIGki
tinkywink	tIGkiwIGk
tinkywinky	tIGkiwIGki
tiny	tYni
tip	tIp
tipietoe	tIpito
tipietoes	tIpitoz
tipped	tIpt
tippietoe	tIpito
tippietoes	tIpitoz
tipping	tIpIG
tippy	tipi
tippy's	tipiz
tips	tIps
tiptoe	tIpto
tiptoed	tIptod
tiptoes	tIptoz
tire	tYR
tired	tYRd
tires	tYRz
tiring	tYRIG
tissue	tISu
tissues	tISuz
to	tu
toandfro	tu@ndfro
toast	tost
toasted	tostxd
toaster	tostR
toastest	tostEst
toasty	tosti
tock	tck
today	txde
today's	txdez
toddler	tcdlR
toe	to
toe's	toz
toenail	tonel
toenails	tonelz
toes	toz
toesie	tozi
toesies	toziz
tofu	tofu
together	txgEDR
toilet	tOlxt
tokyo	tokio
told	told
tom	tam
tom's	tamz
tomato	txmeto
tomatos	txmetoz
tomboy	tcmbO
tomcat	tcmk@t
tommy	tami
tomorrow	txmaro
tomorrow's	txmaro
ton	t^n
tonga	taGgx
tongue	t^G
tongue's	t^Gz
tonight	txnYt
tonka	taGkx
tonka's	taGkxz
tons	t^nz
tonya	tanyx
too	tu
took	tUk
tool	tul
toolbox	tulbaks
tools	tulz
toolshed	tulshEd
toot	tut
tootaloo	tutxlu
tooth	tuT
toothbrush	tuTbr^S
toothbrushes	tuTbr^Sxz
toothie	tuTi
toothies	tuTiz
toothless	tuTlxs
tooting	tutIG
tootleloo	tutxlu
toots	tuts
tootsie	tUtsi
tootsies	tUtsiz
top	tap
topic	tapIk
toppings	tapIGz
tops	taps
tore	tcr
torn	tcrn
tortoise	tcrtxs
torturing	tcrCUrIG
toss	tas
tossed	tast
tosses	tasxz
totally	totxli
totem	totxm
toucan	tuk@n
touch	t^C
touchdowns	t^CdWnz
touched	t^Ct
touches	t^Cxz
touchie	t^Ci
touching	t^CIG
touchy	t^Ci
tough	t^f
toughie	t^fi
tow	to
toward	txward
towards	tcrdz
towel	tWl
towels	tWlz
tower	tWR
towers	tWRz
town	tWn
toy	tO
toy'll	tOxl
toybox	tObaks
toys	tOz
track	tr@k
tracks	tr@ks
tractor	tr@ktR
trade	tred
traditional	trxdISxnxl
traffic	tr@fIk
trailed	trexld
trails	trexlz
train	tren
trained	trend
training	trenIG
trains	trenz
translate	tr@nslet
trapeze	trxpiz
trapped	tr@pt
trash	tr^S
trashed	tr^St
trashes	tr^Sxz
trashing	tr^SIG
traumatizing	trcmxtYzIG
traveler	tr@vxlR
traveling	tr@vxlIG
travels	tr@vxlz
tray	tre
treat	trit
treatment	tritmxnt
treats	trits
tree	tri
trees	triz
treetop	tritap
triangle	trYeGgxl
triangles	trY@Ggxlz
triangular	trY@ngyxlR
trick	trIk
tricked	trIkt
tricks	trIks
tricky	trIki
tricycle	trYsIkxl
tried	trYd
tries	trYz
trike	trYk
trim	trIm
trip	trIp
triple	trIpxl
tripled	trIpxld
tripod	trYpad
tripped	trIpt
tripping	trIpIG
trombone	trambon
troop	trup
trouble	tr^bxl
trough	trcf
trousers	trWsRz
trout	trWt
truck	tr^k
truckie	tr^ki
trucks	tr^ks
true	tru
truly	truli
trunk	tr^Gk
trunks	tr^Gks
trust	tr^st
truth	truT
truthfully	truTfxli
try	trY
trying	trYIG
trys	trYz
tub	t^b
tubbie	t^bi
tube	tub
tubes	tubz
tubing	tubIG
tuck	t^k
tucked	t^kt
tucker	t^kR
tuesday	tuzde
tuffet	t^fxt
tug	t^g
tugged	t^gd
tugging	t^gIG
tulip	tulIp
tulips	tulIps
tumble	t^mbxl
tumbled	t^mbxld
tumbles	t^mbxlz
tumbling	t^mbxlIG
tummies	t^miz
tummy	t^mi
tumtum	t^mt^m
tuna	tunx
tune	tun
tunes	tunz
tunnel	t^nxl
tupperware	t^pRwEr
turkey	tRki
turkey's	tRkiz
turkeys	tRkiz
turkies	tRkiz
turn	tRn
turnaround	tRnxrWnd
turned	tRnd
turning	tRnIG
turns	tRnz
turtle	tRtxl
turtle's	tRtxlz
